"sku","title","description","primary_image","retail_price","tags","characteristics","nutrition"
"076298","Garlic Shiitake Green Beans","Side-dish ideas are sometimes put on the back burner while we spend the majority of our menu-planning 
on main dishes. Thankfully, your neighborhood Trader Joe's offers scores of sides that are both delicious and 
ready to enjoy in just minutes-no planning required. Trader Joe's Garlic Shiitake Green Beans is an excellent 
example.

Our supplier in Thailand, who also makes our Lightly Salted Edamame [sku 51063], knows a thing or two 
about preparing high-quality, frozen legumes. In this case, they start with Thai-grown green beans, par-cook 
them, and season them with a seriously umami-licious, soy-based sauce that's amped up with garlic & shiitake 
mushrooms. The dish is flash-frozen, packaged, and delivered to our stores, where you can pick it up any day 
of the week. 

Getting these Garlic Shiitake Green Beans ready for their supporting supper role is a swift, five-minute affair. 
It requires just a quick sauté & steam on the stovetop-or a handful of microwave minutes. The still-firm beans, 
with their garlic-forward flavor and delicious mushroom undertones, pair well with Trader Joe's Beef Bulgogi 
[sku 75283] and your favorite TJ's rice... but there are many more mains that would be happy to call this savory 
bean dish their sidekick!

Garlic Shiitake Green Beans","https://www.traderjoes.com/content/dam/trjo/products/m20602/76298.png","2.69","[""Fry It Up"",""Rain or Shine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 cup frozen (110g)"",""calories_per_serving"":""70 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 cup frozen (110g)"",""calories_per_serving"":""190 ""}]"
"095249","Baingan Bharta","Our latest foray into the world of frozen entrées inspired by Indian cuisine combines the mild, slightly 
sweet flavor and creamy consistency of roasted eggplant with aromatic alliums like onion and garlic, savory 
seasonings like turmeric and fenugreek leaves, and a nice level of heat, courtesy of fresh green chili peppers. 
Hearty, flavorful, and satisfying, each bite of Trader Joe's Baingan Bharta  is layered with a pleasantly complex 
mix of tastes and textures. And though the eating experience may be complex, our take on this iconic Punjabi 
vegetarian dish (also known in some parts of the world as baigan chokha) is surprisingly simple to prepare: just 
heat, serve, and enjoy.

Our Baingan Bharta makes an excellent (and effortless) lunch or dinner option when enjoyed entirely on its 
own, and an even better entrée when served over Basmati Rice [sku 25880] as part of a larger meal. Speaking of 
which, we find that it's especially suited for pairing with a nice Naan [sku 77677] or other warm flatbread, for 
scooping. And to add an extra dimension of creaminess (and temper the heat of the green chili peppers, too), 
we recommend topping it with a dollop of Plain Greek Yogurt [69707]. 

Baingan Bharta
Roasted Eggplant Curry","https://www.traderjoes.com/content/dam/trjo/products/m20602/95249.png","3.49","[""Dinner Hack"",""Feeling Adventurous"",""Mouth On Fire""]","[""Vegetarian""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1/2 container (142g)"",""calories_per_serving"":""150 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1/2 container (142g)"",""calories_per_serving"":""310 ""}]"
"093281","Tarte aux Champignons","In times past, some have cast doubt on Trader Joe's Tarte aux Champignons as a true pizza.  We'll admit that 
we've been in that camp ourselves on more than one occasion - we did, after all, label it a Tarte.  However, upon 
close inspection (requiring careful tasting, of course), there is no denying that Tarte aux Champignons is a 
pizza of the highest order.  

Our Tarte aux Champignons starts with a thin, crisp, crust with hand-braided edges, topped with crème 
fraîche and a luxuriously rich Emmental cheese sauce.  But wait, we're just getting started.  The stars of this tarte 
are the 'shrooms-white mushrooms and oyster mushrooms-and they're here in abundance.  Bursting with 
intense, woody, earthy, flavors , the fungi elevate this flatbread to its deserved level of distinction.  A dusting 
of Parmesan  Reggiano cheese balances the flavors to perfection.  Sliced into easy-to-carry pieces, it's a perfect 
appetizer for parties; paired with a simple salad, it's an exquisite dinner for two.  Whether you choose to call it 
a flatbread, a pizza, or a tarte, you can bring home its swoon-inducing flavors for the tremendous value price 
of $3.99 for each 9.52 ounce Tarte.  

 *Please check QIL to confirm current pricing.

Tarte aux Champignons","https://www.traderjoes.com/content/dam/trjo/products/m20602/93281.png","4.79","[""Alfresco Dining"",""Date Night"",""Dinner Hack"",""Effortless Entertaining"",""Feeling Fancy""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1/2 tarte (135g)"",""calories_per_serving"":""290 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1/2 tarte (135g)"",""calories_per_serving"":""580 ""}]"
"075603","Fruits & Greens Smoothie Blend","Smoothie DIYers, start your blenders! Trader Joe's Fruits & Greens Smoothie Blend is ready to rev up your 
morning routine and add some en-smoothie-asm to your day! This Blend contains a bounty of frozen Fruits-
tart blueberries, refreshing dragon fruit, and super sweet bananas and strawberries-that deliver a totally tasty 
smoothie base. Oh-so-conveniently, it also contains Greens, spinach and kale, to be specific, for an added 
nutrient boost.

Add a cup of Fruits & Greens Smoothie Blend to a blender with ¿ cup of water, juice, dairy, or non-dairy 
beverage of your choice, and blend until smooth. This Blend doesn't contain any added sugar, so you could add 
a tablespoon of Multi-Floral and Clover Honey [SKU 30296], if you'd like. Bulk it up with your favorite protein 
powder or a scoop of Greek yogurt for some added protein. Or if sipping isn't your style, how about a Fruits & 
Greens take on an breakfast bowl? Simply blend with 1/2 cup  liquid, serve in a bowl, and top with fresh fruit, 
Organic Chia Seeds [SKU 54256], and nuts. 

Fruits & Greens Smoothie Blend","https://www.traderjoes.com/content/dam/trjo/products/m20603/75603.png","3.99","[""Midday Snacks"",""Rain or Shine"",""Rise & Shine""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup frozen(140g)"",""calories_per_serving"":""80 ""}]"
"075639","Tofu Sheets","Trader Joe's Tofu Sheets aren't technically tofu-at least not in the traditional sense. They're what's known 
throughout Asia as yuba, a.k.a. the delicate ""tofu skin"" that forms atop soy milk when heated on a stovetop. Like 
tofu, yuba is incredibly mild and takes on the flavor of whatever it's cooked with, making Trader Joe's Tofu 
Sheets the perfect protein to add to everything from curries and stir-fries to soups and stews.

Made for us in Malaysia, Trader Joe's Tofu Sheets are the very same sheets used in our perennially popular 
Vegan Thai Green Curry [sku 70789]. The Sheets come conveniently frozen; simply cut the corner of the pouch 
they come in, then heat it in the microwave for 2¿ minutes, and you're ready to rock 'n roll. (And we do mean 
""roll"" in the literal sense, as Tofu Sheets make great wrappers for veggie rolls, rice rolls, and more!)

Tofu Sheets","https://www.traderjoes.com/content/dam/trjo/products/m20602/75639.png","2.99","[""Feeling Adventurous"",""Fry It Up"",""Make It Meatless"",""The \""X\"" Factor""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1/2 package (90g)"",""calories_per_serving"":""150 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1/2 package (90g)"",""calories_per_serving"":""300 ""}]"
"075756","Tortilla Española","In contrast to the corn and flour tortillas of Mesoamerican and Mexican cuisine, a Spanish tortilla (also known 
as a Spanish omelette) is more akin to a hearty frittata. Typically made from a mix of eggs, potatoes, and, often, 
thinly sliced onions, the tortilla is a cornerstone of the Spanish culinary tradition of tapas, where it's served 
alongside other appetizers and finger foods. Surprisingly complex in both flavor and texture for its seemingly 
simple ingredient list, a Spanish tortilla can also be surprisingly difficult to make at home, which makes the 
ease of preparing Trader Joe's Tortilla Española all the more impressive.

Made for us by a supplier in Spain who specializes in this iconic dish, our Tortilla Española only needs a few 
minutes on the stovetop (or a little longer in the microwave) to go from frozen to ready to serve. Rich, yet 
texturally light, with a well-balanced blend of savory flavors, Trader Joe's Tortilla Española is particularly 
suited for pairing with drinks when friends are over, or as an appetizer for an elegant dinner party. It's equally 
delicious when served warm, at room temperature, or even cold (as a leftover, straight out of the fridge, 
perhaps), and we find it makes an excellent quick breakfast option, too-especially if you top it with a bit of 
your favorite hot sauce.

Tortilla Española","https://www.traderjoes.com/content/dam/trjo/products/m20602/75756.png","5.49","[""Alfresco Dining"",""Brunch All Day"",""Crack a Beer"",""Dinner Hack"",""Pair With Wine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""1/6 omelet (100g)"",""calories_per_serving"":""150 ""}]"
"076884","Spicy Peanutty Noodle Bowl with Chicken","When you're in need of something quick and convenient for an easy work lunch or last-minute weeknight 
dinner, it's easy to assume that you'll have to settle for something that's not 100% satisfying. Well, we're here 
to tell you that that's emphatically not the case. In fact, when you've got bold, flavorful, and filling options like 
Trader Joe's Spicy Peanutty Noodle Bowl with Chicken at the ready, those kinds of quick meals aren't just 
effortless, they're positively exciting!

Inspired by a savory dandan noodle dish (or dandanmien), a classic of traditional Szechuan cuisine, each 
Bowl is made with a bed of chewy wheat noodles, upon which our supplier piles tender, minced chicken and a 
medley of chopped vegetables that includes bok choy, onions, and carrots. Then, to bring everything together, 
they mix in a spicy, umami-rich peanut sauce. With every bite, you get exhilarating aromas of ginger and 
Sczechuan pepper, rich and complex flavors of tamari and peanuts, complementary textures of the noodles and 
minced chicken, and, of course, a touch of chile-powered heat. And have we mentioned that it only takes about 
five minutes in the microwave before it's ready? Now that's exciting!

Spicy Peanutty Noodle Bowl with Chicken","https://www.traderjoes.com/content/dam/trjo/products/m20602/76884.png","3.49","[""Dinner Hack"",""Mouth On Fire""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 container (306g)"",""calories_per_serving"":""500 ""}]"
"075252","Apple Tatin Tartelettes","Like so many of the world's tastiest creations, the first tarte Tatin came about quite by accident. As the story 
goes, in setting out to make a traditional apple pie, an overworked French hotelier (a one Ms. Stéphanie Tatin, 
co-owner of the Hôtel Tatin) left her apples cooking in butter and sugar for far too long. To salvage her extra-
caramelized endeavor, she placed a layer of pastry over the apples, popped the whole pan in the oven, and 
served the resulting dessert upside-down. Her guests loved this accidental apple pie-alternative so much that it 
became a fixture on the menu and, ultimately, rose to prominence all over France.

Accident or no accident, however, making a modern-day Apple Tatin from scratch is actually quite a tricky 
and time-consuming endeavor. Lucky for you, for a limited time, we're doing the work for you-and we're 
doing it well-with Trader Joe's Apple Tatin Tartelettes! They're made for us authentically in France, and 
they heat from frozen in just 15-20 minutes in the oven or 1¿-2 minutes in the microwave. They come two-
to-a-box, so you can enjoy them one Tartelette at a time, or, if you're feeling generous, you can share your 
Tartelettes with the apple of your eye!

Apple Tatin Tartelettes","https://www.traderjoes.com/content/dam/trjo/products/m20604/75252.png","4.99","[""Date Night"",""Feeling Fancy"",""Treat Yourself""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""per serving"",""serving_size"":""1 tartelette (150g)"",""calories_per_serving"":""220 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""per container"",""serving_size"":""1 tartelette (150g)"",""calories_per_serving"":""440 ""}]"
"075283","Beef Bulgogi","An eminent icon of Korean cuisine, bulgogi's origins date back over two thousand years ago to the Goguryeo 
period, where it was especially popular among the noble classes. Luckily, nowadays, you don't need a particular 
pedigree to enjoy the savory, texturally tantalizing qualities of bulgogi-in fact, all you need to do is head to 
your Trader Joe's freezer section. That's where you'll find Trader Joe's Beef Bulgogi, which our supplier makes 
with super thinly-sliced beef that's been marinated in a traditional blend of soy sauce, mirin, and sesame oil, 
along with onion, garlic, and apple, pear, and pineapple juices. 

After a matter of minutes in the microwave, or a touch longer on the stovetop, our Beef Bulgogi is aromatic 
and umami-rich, with a complex blend of sweet and savory in every tender, toothsome bite. It makes a 
remarkably easy center-of-the-plate protein option for dinner, especially when served atop a bed of fluffy 
white rice. Try it alongside a refreshing green salad, some roasted Baby Broccoli [sku 47468], or one of our 
many Korean and Korean-inspired appetizers and sides, like our Japchae [sku 71063], Tteok Bok Ki [sku 
71551], or Kimchi [sku 68644]

Beef Bulgogi","https://www.traderjoes.com/content/dam/trjo/products/m20602/75283.png","11.99","[""Crack a Beer"",""Dinner Hack"",""Game Night"",""In Lieu of Pizza""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":null,""serving_size"":""5 oz (140g)"",""calories_per_serving"":""280 ""}]"
"076266","Meatless Breakfast Sausage Patties","In all sincerity: has there ever been a better time to be a vegan or vegetarian? If you ask us, we're currently in a 
golden age of plant-derived protein options, especially if you happen to appreciate the flavors and textures of 
meat (without the actual animal-based ingredients, of course). For example, marking the triumphant return of 
vegan breakfast proteins to our freezers, Trader Joe's Meatless Breakfast Sausage Patties are a phenomenally 
flavorful way to enjoy the eating experience of a classically herby, hearty, and savory sausage patty, while still 
maintaining a vegetarian or vegan diet. 

What's the secret? First, our supplier employs a carefully calibrated mix of textured soy protein and wheat 
gluten to impeccably emulate the toothsome texture of rich pork sausage. Second, they mix into that protein an 
aromatic blend of herbs and spices, including sage, fennel, and garlic & onion powder, so that every bite evokes 
that unmistakeable, comfort food-classic, diner-style sausage. So, how best to enjoy Trader Joe's Meatless 
Breakfast Sausage Patties? However you'd enjoy their animal-protein-based counterparts, we say! They're a 
great addition to everything from English muffin-based sandwiches, to breakfast burritos, to a traditional plate 
of eggs, toast, and Shredded Hashbrowns [sku 96969]. 

Meatless Breakfast Sausage Patties","https://www.traderjoes.com/content/dam/trjo/products/m20602/76266.png","3.99","[""Brunch All Day"",""Fry It Up"",""Make It Meatless"",""Rise & Shine""]","[""Kosher"",""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 patty (38g)"",""calories_per_serving"":""70 ""}]"
"076021","Italian Tiramisu","Are you in need of a caffeine boost? How about an Italian pick-me-up, aka, tiramisu! This classic, Italian 
layered dessert can be translated as ""pick me up,"" ""cheer me up,"" or ""lift me up"" in English, and we can't think 
of a better bite to lift one's spirits. Get ready to cheer as we introduce you to Trader Joe's Italian Tiramisu. 

For years, we carried TJ's Tiramisu Torte [sku 53005], a cake variation that required gelatin to allow it to hold 
its shape when sliced. It sure was tasty, but we decided we could do better¿ and we certainly did! Our Italian 
Tiramisu has a base of ladyfinger biscuits that are soaked in a combination of coffee and Marsala wine, topped 
with a thick layer of sweetened mascarpone cheese, and finished with a generous dusting of cocoa powder. And 
to double the deliciousness, each package comes with two individual trays of Tiramisu. Favoloso!

To enjoy these individual servings of Tiramisu, all you have to do is thaw them. Remove one or both trays from 
the box and refrigerate for eight hours. Alternatively, to serve smaller, sharable portions, remove the Tiramisu 
from the paper tray while frozen and cut them in half before thawing on a plate in the refrigerator. You'll find 
each 13.05-ounce box of Trader Joe's Italian Tiramisu in our freezers for a limited time. 

Italian Tiramisu","https://www.traderjoes.com/content/dam/trjo/products/m20604/76021.png","4.49","[""Date Night"",""Feeling Fancy"",""Gild The Lily"",""Treat Yourself""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 tiramisu (185g)"",""calories_per_serving"":""400 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 tiramisu (185g)"",""calories_per_serving"":""810 ""}]"
"095112","Family Style Meat Lasagna","In the mood for comfort food, without the all-day cooking effort generally required of cozy cuisine? Good 
news-Trader Joe's Family Style Meat Lasagna is here to answer the call for hearty, rib-sticking fare. Tender 
sheets of egg pasta are layered with creamy ricotta, tangy tomato sauce, and plenty of ground beef and pork 
seasoned with onion and garlic. Topped with an additional trifecta of cheeses-mozzarella, Romano, and 
Parmesan-the Lasagna is made fresh, then frozen and shipped to our stores, ready to report for ""What's 
for dinner?"" duty. It heats in about an hour in the oven, leaving you plenty of time to kick back with a glass 
of Chianti, or throw together a crunchy, vinaigrette-dressed salad to serve as a refreshing counterpoint to the 
Lasagna's lusciously cheesy, marvelously meaty profile. (If you're in a hurry, the microwave is an option, too!). 

What makes it Family Style? With a full two pounds of Meat Lasagna per tray, this impressively sized dish 
easily serves four hungry family members or houseguests. And because this Lasagna is also ""TJ's Style,"" it's an 
unbeatable value. You'll find it in our freezers, every day.

Family Style Meat Lasagna","https://www.traderjoes.com/content/dam/trjo/products/m20602/95112.png","6.99","[""Effortless Entertaining"",""Family Style"",""In Lieu of Pizza"",""Pair With Wine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 cup (227 g)"",""calories_per_serving"":""320 ""}]"
"057633","Mini Quiche Duo","There is absolutely no way to get through the holiday season without appetizers. People drop by unexpectedly 
this time of year, and oftentimes they're bearing gifts. You have to feed them. It's the civilized thing to do. 
Coming up with an entire meal on the spur of the moment? That's a tall order. But popping some appetizers 
into the oven? That makes things easy, allows enough time for some urbane conversation while they cook, 
and makes it easy to continue to socialize while you nosh. Appetizers can be your salvation.

A new entry in our selection is Trader Joe's Mini Quiche Duo. Long ago, we sold an assortment of mini 
quiche, but it's been a number of years since we've tasted any that lived up to our standards. We were looking 
for a more buttery crust and for flavorful fillings that delivered on the promises of their packaging. Trader 
Joe's Mini Quiche Duo satisfies and surpasses those standards. Each package contains six Mushroom & 
Swiss Cheese Mini Quiches and six Uncured Bacon & Sweet Onion Mini Quiches. They're eggy, buttery, 
rich, and supremely satisfying in every way. 

Their price is equally satisfying. We've seen similar, less delicious mini quiche assortments selling for $5 
and up, but we're selling each 8.9-ounce package of twelve Mini Quiches for $3.99. You'll find them in our 
freezers, for a limited time.
 

11.14.
16","https://www.traderjoes.com/content/dam/trjo/products/m20601/57633.png","4.79","[""Effortless Entertaining"",""Finger Food"",""Merry-making""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""4 quiches (84g)"",""calories_per_serving"":""260 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""4 quiches (84g)"",""calories_per_serving"":""770""}]"
"076644","Pretzel Bread Pudding","Bread pudding is the ingenious result of someone, somewhere, at some point in time, transforming stale bread 
into a magnificently cozy dessert. This remarkably resourceful transformation is 1) nothing short of magic, and 
2) the inspiration behind Trader Joe's Pretzel Bread Pudding with Salted Caramel Sauce. 

A true celebration of sweet and salty desserts, this Pudding starts with soft, salty, Pretzel pieces, baked in a 
traditional egg custard. Before the Pudding is added to the single serving cup, our supplier heaps in a generous 
spoonful of Salted Caramel Sauce. The contents of the cup are frozen, and here's where the real culinary magic 
happens. After you heat the Pretzel Bread Pudding in either the microwave or oven, flip the cup over onto 
a plate. The Caramel bottom becomes the top and melts over the entire Pudding! Yes! Each 7.6-ounce box 
contains two individual portioned cups of Pretzel Bread Pudding. Pick up a couple boxes for your next dinner 
party, or keep one in the freezer for yourself! You'll find them in our freezers for a limited time. 

Pretzel Bread Pudding 
with Salted Caramel Sauce","https://www.traderjoes.com/content/dam/trjo/products/m20604/76644.png","4.49","[""Date Night"",""Feeling Fancy"",""Gild The Lily"",""Merry-making"",""Treat Yourself""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 pudding cup (108g)"",""calories_per_serving"":""330 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 pudding cup (108g)"",""calories_per_serving"":""660 ""}]"
"076705","Chicken Shawarma Bowl","Let's take a moment to appreciate the sublimely simple utility of the bowl, shall we? Not strictly the bowl as 
a vessel, per se (although that's certainly worthy of appreciation), but as a unit of meal. For years, we've been 
building up our selection of bowls within our frozen section (like our Mandarin Style Orange Chicken Bowl 
[sku 64527] or Green Chile Chicken Bowl [sku 75378], to name just a couple), each perfectly portioned for 
ease of preparation, variety of flavor, and convenience of transportation. We're proud to introduce yet another 
bowl option to the fold, this time drawing inspiration from the culinary tradition of doner kebab: Trader Joe's 
Chicken Shawarma Bowl!

Each Bowl is made with a bed of fluffy basmati rice, which our supplier tops with red bell pepper, spinach, 
and diced, Shawarma-style-seasoned Chicken, along with a tart, tangy, and garlicky sour cream sauce to tie 
them all together. After just a few minutes in the microwave (or a little longer in the conventional oven), this 
full-flavored Bowl is ready to enjoy as a quick and easy work lunch, an effortless weeknight dinner, or as part 
of a more involved, Mediterranean-style spread with your favorite hummus, some Dolmas [50752], and a bit of 
toasted pita or lavash bread. Savory, hearty, and consummately convenient, we recommend keeping a Chicken 
Shawarma Bowl or two in your freezer to make the most of those ""what-on-earth-am-I-gonna-eat?"" moments.

Chicken Shawarma Bowl","https://www.traderjoes.com/content/dam/trjo/products/m20602/76705.png","3.99","[""Crack a Beer"",""Dinner Hack"",""In Lieu of Pizza""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""1 bowl (320g)"",""calories_per_serving"":""400 ""}]"
"076647","Empanadas de Ropa Vieja","Ropa vieja is a much-adored entrée, globally, with variations in a multitude of cultures across the Americas, the 
Iberian Peninsula, and the Philippines. It's particularly treasured within the culinary canon of Cuba, where it 
is celebrated as the country's national dish. So named for its resemblance to old, torn-up clothing, the Cuban 
version of ropa vieja is typically made with shredded beef stewed in a rich, tomato-based sauce, along with  
onions, bell peppers and a savory suite of satisfyingly zesty spices. That's the approach our supplier in Florida-
the capital of Cuban cuisine within the U.S., we might add-takes with Trader Joe's Empanadas de Ropa 
Vieja, which recontextualizes this classic dish into the cozy confines of a crisp, cassava-based pastry crust.

And since our supplier has done all that work for you, all you need to do to enjoy these estimable Empanadas 
is heat them, from frozen, in your oven for about 15 minutes, or your air fryer for about 10. From there, you're 
free to enjoy them as an effortless appetizer along with your favorite dipping sauce-we find that their rich,  
hearty flavor and mix of tender and crispy textures take especially well to the herby, slightly spicy notes of 
our Chimichurri Sauce [sku 73649], for instance. Or, if you're more in the mood for a full meal, enjoy them 
alongside some well-seasoned rice and Organic Black Beans [sku 50262]. 

Empanadas de Ropa Vieja","https://www.traderjoes.com/content/dam/trjo/products/m20602/76647.png","5.99","[""Crack a Beer"",""Dinner Hack"",""Effortless Entertaining"",""Finger Food"",""Game Night"",""In Lieu of Pizza""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 pieces (68g)"",""calories_per_serving"":""160 ""}]"
"012268","Petite Peas","multiple suppliers - do not use I/S, NFP","https://www.traderjoes.com/content/dam/trjo/products/m20603/12268.png","1.79","[""Family Style"",""Rain or Shine"",""Welcoming""]",,"[]"
"075003","Herbes de Provence Potato Wedges","Potatoes are about as classic a side dish as you'll ever find-there's a reason the phrase ""meat and potatoes"" 
is used to connote things that are simple, tried and true, and fundamentally solid. In fact, they're already so 
naturally hearty and satisfyingly starchy, that they only require a little seasoning to become something truly 
spectacular. It's a phenomenon that's evident in every bite of Trader Joe's Herbes de Provence Potato Wedges, 
a frozen side dish that makes the simple pleasures of crisp, herby potatoes and makes it even simpler: just heat, 
serve, and enjoy!

Each bag is made with a mix of two golden potato varietals, Melody and Agata, which our supplier cuts 
into bite-sized Wedges before seasoning with olive oil and a classic Herbes de Provence blend that includes 
oregano, savory, rosemary, basil and thyme. They then roast them until they're just crisp on the outside and 
creamy on the inside, then flash freeze them, allowing you to finish them at home with just a few minutes in 
the oven or air fryer. We find that they make an indispensable addition to practically any meal, especially as 
a side to your favorite full-flavored protein. And as the holidays get near, they're especially handy to keep on 
hand when entertaining friends and family.

Herbes de Provence Potato Wedges","https://www.traderjoes.com/content/dam/trjo/products/m20602/75003.png","3.79","[""Dinner Hack"",""Feeling Fancy"",""Rain or Shine""]","[""Vegan""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""4 oz (112g/ 1/4 package)"",""calories_per_serving"":""190 ""}]"
"090874","Apple Blossoms","The ancient Greeks believed that if a man tossed an apple to a woman, he was proposing marriage. If she caught 
it, she accepted. In these modern times, we've updated primitive traditions. Today, you can toss a box of Trader 
Joe's Apple Blossoms®.

Apple Blossoms® are individual pastries filled with sweet, cooked apples and topped with a tasty bit of 
cinnamon crumble. They're like little apple pies, with the crust folded over to look like a blossom. They're made 
in the Niagara Fruit Belt of Canada with a variety of apples called Northern Spy, which have the firm texture of 
a Granny Smith, and the sweetness of a Macintosh. If you've been thinking about popping the question to that 
special someone, you might try tossing a box of Blossoms - they'll cost you a lot less than a ring, and they taste 
better, too! It's a great way to determine whether or not your ""special someone"" has taste as great as yours. We're 
selling each eight-ounce box of two, fully-baked Apple Blossoms® for $2.29*. You'll find them in our freezers. 

 *Please check QIL to confirm current pricing.

Apple Blossoms®","https://www.traderjoes.com/content/dam/trjo/products/m20604/90874.png","2.49","[""Date Night"",""Family Style"",""Let's Bake!"",""Treat Yourself"",""Welcoming""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":""Per serving"",""serving_size"":""1 piece (114g)"",""calories_per_serving"":""340 ""},{""display_sequence"":1,""panel_id"":2,""panel_title"":""Per container"",""serving_size"":""1 piece (114g)"",""calories_per_serving"":""670 ""}]"
"074741","Dutch Griddle Cakes","What's the difference between a pancake and a griddle cake? In certain parts of the world, the two are more 
or less synonymous. But when and where they do differ, it's largely a matter of height: while a typical pancake 
tends to be rather thin, griddle cakes are usually considerably thicker, with a springier, slightly chewier texture 
that's comparable to a Crumpet [sku 14622]. That certainly fits the bill for our frozen, fully-cooked, and ready-
to-heat Trader Joe's Dutch Griddle Cakes. They're made for us by a supplier in the Netherlands, who crafts 
each Cake to a luxuriously lofty stature, creating an altogether elevated breakfast option. 

The best part? These sweet, tasty Griddle Cakes take only a few minutes in the oven or toaster-or mere 
seconds in the microwave-before they're ready to be topped with a pat of butter, a swirl of Organic Maple 
Syrup [sku 89792], and a generous dollop of whipped cream. Grab a few Griddle Cakes (each package contains 
eight) for a great brunch or breakfast entrée, or just one as a sweet side with some Shredded Hash Browns [sku 
96969], bacon, and eggs. 

Dutch Griddle Cakes","https://www.traderjoes.com/content/dam/trjo/products/m20602/74741.png","3.49","[""Brunch All Day"",""Family Style"",""Rise & Shine""]",,"[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 griddle cakes (100g)"",""calories_per_serving"":""350 ""}]"
"098293","Mashed Sweet Potatoes","Trader Joe's Roasted Mashed Sweet 
Potatoes are so convenient you can 
use as much as you want.  
Convenient medallion shape discs, 
just heat in the microwave or stir in a 
sauce pan.  
 
We are selling an 18 oz. bag of 
Trader Joe's Roasted Mashed Sweet 
Potatoes for $2.49.","https://www.traderjoes.com/content/dam/trjo/products/m20603/98293.png","2.99","[""Dinner Hack"",""Fall Faves"",""Family Style"",""Rain or Shine"",""Time-pressed""]","[""Kosher""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""10 pieces (140g)"",""calories_per_serving"":""110 ""}]"
"075420","Chicken Breakfast Sausage Patties","We believe that breakfast ought to be, above all, a satisying experience. And it's this guiding ethos that's led 
us to bring Trader Joe's Chicken Breakfast Sausage Patties into our freezers. From the spirited sizzle and 
alluring aroma they give off as they cook, to the tender texture and savory flavor in each bite, everything about 
them is designed for maximum satisfaction. Perhaps most satisfying of all, however, is just how easy they are to 
prepare: since these Patties arrive fully cooked, all they take is mere minutes in the frying pan, microwave, or 
air fryer before they're ready to enjoy.

Quick, convenient, and entirely delicious, Trader Joe's Chicken Breakfast Sausage Patties are made with 
totally antibiotic-free chicken and seasoned with aromatic herbs and spices, like sage, thyme, and crushed red 
pepper. While they can be enjoyed entirely on their own, they're also an easy addition to all sorts of savory 
breakfast situations. Try them as a protein for a classic breakfast combo with eggs and toast, folded into a 
breakfast burrito with Shredded Hashbrowns [sku 96969] and your favorite hot sauce, or served on a toasted  
English Muffin [sku 14626] as part of a breakfast sandwich or homemade eggs Benedict. 

Chicken Breakfast Sausage Patties","https://www.traderjoes.com/content/dam/trjo/products/m20602/75420.png","2.99","[""Brunch All Day"",""Family Style"",""Fire Up The Grill"",""Fry It Up"",""Put An Egg On It"",""Rise & Shine""]","[""Antibiotic Free"",""Gluten Free""]","[{""display_sequence"":0,""panel_id"":1,""panel_title"":"""",""serving_size"":""2 patties (72g)"",""calories_per_serving"":""140 ""}]"
