name,description,material,product_variants,sku,product_id,pack,size,unit,unit_count,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,Level 1 Category,level 2 category,level3 category,level4 category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group
Fettucine Bulk Pasta #6,"Brand: DE CECCO
CASE | 4 x 5 LB",,,808471,718cc3e5-3212-4695-b2a3-81c9a9054711,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/236a8be4-831c-4484-aa65-ad452e8c040d.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fettucine Egg Nest Pasta #103,"Brand: DE CECCO
CASE | 12 x 8.8 OZ",,,808470,e44fd72f-bdc1-4fea-8e19-b7821a61dbca,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/079ee94b-74b2-5602-96b3-cd2073ad864e.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fideua Pasta,"Brand: GIUSEPPE COCCO
CASE | 12 x 1 LB",,,817736,02cecbcd-5fb0-41fd-81db-535794946548,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fine Egg Noodles,"Brand: ZEREGA
CASE | 1 x 10 LB",,,803710,d921d0e3-c3f9-41f0-899c-f2ca640ab7b1,EACH,,CASE,,1.01E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/1f2ede79-3b5d-5a62-b639-c7b6a349bb0d.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fiore Pasta 12LB,"Brand: PASTA PEOPLE
CASE | 1 x 12 LB",,,857192,0dfc0b08-22b0-4023-85d4-08895f60336a,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Four Cheese Ripieni Gnocchi,"Brand: BINDI
CASE | 1 x 11 LB",,,303327,e709bf2c-682d-4cb2-9aaf-c46f918aab6e,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Cavatelli Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858473,eb7121ee-ad79-447b-816d-329d2808e6c2,EACH,,CASE,,8.02E+12,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b472cbb0-fb1e-53b7-a4d7-f2241491c4a1.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Chitarra Spaghetti,"Brand: SAPORI DEL VAL
CASE | 10 x 1.1 LB",,,856885,a0d2666f-023d-4751-9f70-a64d88f699bf,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Cortecce Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858546,b2c68a98-7941-413b-bb13-8c9b295c93c8,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/bb46cebe-e4a2-57e6-b201-eab270938aa2.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Fettuccini Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 1.1 LB BAG",,,858545,4c1306fe-9570-49d4-9832-e64a892ebe35,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Fettucine Pasta,"Brand: DANTE'S
CASE | 1 x 5 LB",,,711542,900bb310-72c6-4a93-b9f8-3b3be1cdc05d,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/274dfa43-3b7f-5c18-b03e-0d42ca499389.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Fusilli Avellinesi Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858530,e5aab77f-7cbb-4dde-aab6-9d0092e1c15e,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a84b440e-7e43-5b6d-945e-b0a299a612c0.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Fusilli Calabrese Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858524,65fea3eb-497f-474b-adb9-ce612180f176,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/def18bee-0495-5965-bb42-02f21d9d46c8.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Garganelli Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 1.1 LBS",,,856883,eb3fa2a2-06c4-4ddd-8859-74ff261d24aa,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Gnocchi Pasta,"Brand: SAPORI DEL VAL
CASE | 12 x 500 GR",,,858443,97a3c004-bf48-46eb-b783-872be5195c90,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/d15bd2e4-6608-5aef-ac0d-74d320d0398b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Lasagna Sheet Dough,"Brand: RAFFETTO'S
CASE | 2 x 5 LB
Weighted item pricing is subject to change",,,719609,2d869e9f-924d-4a11-a581-f17dd106985b,,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2e020eb7-f6cc-5d7f-8072-a1133f826953.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Linguine Pasta,"Brand: DANTE'S
CASE | 1 x 5 LB",,,711558,1e2aee64-b1bc-4139-a61d-8f565bb64b12,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/294020b5-ce07-5333-a46d-f749bf772b7c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Orecchiette Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858544,3f7b7a23-d343-4eaa-8e50-0a95a99aeb73,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/37052345-67ec-5929-897f-432b3114ee6c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Paccheri Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858470,90e4e321-6b19-4c28-b4af-29f9349a0076,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/bb91df92-2439-56d3-abbb-236796864f9b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Pappardelle Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858449,a92bb96a-3006-4cc7-9267-c84b845d3960,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/bf70dbb1-5c03-549f-9f55-fbc9ce42baf8.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Ravioli Pasta Dough,"Brand: RAFFETTO'S
CASE | 1 x 10 LB
Weighted item pricing is subject to change",,,719619,3762055f-c4f9-48fd-bfc5-91c5e5ad7141,,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/29900020-df31-56d5-9867-70976df86416.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Stasinati Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 1.1 LB",,,856886,7bff32ea-46ce-4162-be76-545dd4881985,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Tagliatelle Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858550,7c1a7529-7985-4a9d-a63c-7e95b6500452,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/e4bd8def-7611-5d26-8278-dc47b90cf3eb.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Tagliolini Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858553,4534eb7f-ced7-45be-9566-6eb528a092fd,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ee838577-2172-5204-a042-d9f67cafb8f4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Tondi Spahetti Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 500 GR",,,858535,28da4a6e-82b6-42e4-a834-26939e8a5151,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Trofie Pasta,"Brand: SAPORI DEL VAL
CASE | 12 x 500 GR",,,858441,b662bd0e-9de4-47d6-8566-bb2057dad47a,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/9e7549bf-4971-5d61-9fef-8a2513bdfdfb.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresh Zitoni Pasta,"Brand: SAPORI DEL VAL
CASE | 10 x 1.1 LBS",,,856882,2416fdaa-5857-4f60-ae4a-0845bdbd95f6,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Fresine Fettucine Pasta #14,"Brand: RISCOSSA
CASE | 20 x 1 LB",,,808032,4a29f1e9-b8a1-4da1-beec-116de3dc8de6,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/fe376de7-7fc6-51fe-ba34-463a9be30cbe.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cavatelli Pasta,"Brand: DAIRY MAID
CASE | 12 x 1 LB",,,794031,b21fa19b-dc7b-4a65-a239-cb549a2936fe,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/51113100-e59f-5f11-8e36-574767c3647c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cavatelli Pasta,"Brand: JB & SON
CASE | 12 x 16 OZ",,,794039,7931fe0f-695b-4f15-9b7f-4dc03b8998d8,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/14bcc763-b760-5ef5-b2d0-7f8dafee21c8.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Gnocchi Bulk Pasta,"Brand: RAFFETTO'S
CASE | 1 x 20 LB
Weighted item pricing is subject to change",,,710350,d47bdd31-7d84-4174-9cb3-da90f6ca1a6f,POUND,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/e6754ed6-a8b2-5c54-9155-656ea959219e.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Manicotti,"Brand: ALFRESCO
CASE | 1 x 60 CT",,,702212,3d4d49cb-10c8-469d-89a4-56274aefce1f,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Ravioli,"Brand: ALFRESCO
CASE | 1 x 265 CT",,,702210,8d8f3ea7-f677-46f3-bca5-7dcbc75298b8,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Tortellini,"Brand: ALFRESCO
CASE | 1 x 1000 PC",,,702211,e85b7153-1452-444e-97d5-c679cae2e1c3,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Tortellini,"Brand: DAIRY MAID
CASE | 1 x 10 LB",,,794023,77c7793b-b8d3-4c2a-8721-63a54f5d4b9b,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/409cfa6a-62af-55ed-acee-839dec92d74c.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Tortellini,"Brand: DAIRY MAID
CASE | 12 x 1 LB
EACH | 1 x 1 LB",,,794027,61456986-ff7a-4273-850e-88073174f69d,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/352f0bac-50f9-5025-95e8-6070749093aa.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Tortellini,"Brand: DAIRY MAID
CASE | 12 x 1 LB
EACH | 1 x 1 LB",,,794027,e3c2c10c-537a-4922-b7b0-ea24ddbe74ad,,,EACH,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/352f0bac-50f9-5025-95e8-6070749093aa.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Tortelloni,"Brand: JOSEPHS
CASE | 1 x 6 LB",,,708419,e9054809-5009-412a-bc4e-b54cd8d16f3b,EACH,,CASE,,48769222219,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/52e17063-bce5-59e7-b223-11caf2c6d865.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Cheese Tortelloni,"Brand: RANA
CASE | 2 x 3 LB",,,726144,c93debe1-b522-4862-81cc-d027745387d4,EACH,,CASE,,3.09E+13,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/3e7155d6-5ed1-5147-b1a8-75fe708e3648.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Chicken Spinach Ravioli,"Brand: JOSEPHS
CASE | 1 x 6 LB",,,708044,0f0241ff-48e6-4820-bfdd-11c038c1c018,EACH,,CASE,,48769433509,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/62d66aad-317c-5e1f-99ff-771bca7c393a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Hexagonal Braised Beef Ravioli,"Brand: JOSEPHS
CASE | 2 x 3 LB",,,708118,cecbab20-ef2e-44d3-b7c6-2aa7713f21a7,EACH,,CASE,,48769344799,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/09a86f7d-7a9c-5cb6-9160-35d911aaa103.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Jumbo Stuffed Shells,"Brand: INDIGO
CASE | 1 x 12 LB (4/3 LB)",,,715132,5ac33732-722a-417c-ab4f-81536b71a22f,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/b102c82e-27e6-556e-b3f2-4594126728f4.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Large Manicotti Pasta,"Brand: INDIGO
CASE | 1 x 12 LB",,,734204,b0464ab1-2acb-47cf-813c-a81da9a71325,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7c4881ea-9cc5-5c13-952f-6249749294ae.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Large Round Cheese Ravioli,"Brand: ANDREA
CASE | 4 x 52 OZ",,,734209,7be45cb2-b6ca-4771-bece-65364d14b18e,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/d6f2b664-b85a-5d14-87ed-1356ab775efb.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Large Square Cheese Ravioli,"Brand: JOSEPHS
CASE | 4 x 3 LB
EACH | 1 x 3 LB",,,708026,7f13382c-9daf-431e-b9b6-c90121d26370,EACH,,CASE,,48769433219,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2618b256-312c-5440-87e8-0f61e60136ed.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Large Square Cheese Ravioli,"Brand: JOSEPHS
CASE | 4 x 3 LB
EACH | 1 x 3 LB",,,708026,a279f8f2-92ee-4f2f-b1b4-0bf09e1314e8,,,EACH,,48769433219,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2618b256-312c-5440-87e8-0f61e60136ed.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Lasagna Sheets,"Brand: PRONTOSFOGLIA
CASE | 5 x 4.4 LB",,,715053,2656beda-45fb-4e39-846f-777b8e0091ab,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Lobster Saffron Ravioli,"Brand: JOSEPHS
CASE | 1 x 6 LB",,,708139,c7dcf5ef-00ad-4919-abce-48b2eb014ab5,EACH,,CASE,,48769454375,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/a28e4e1a-92aa-52d3-8de8-f63db885c4e9.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Maryland Blue Crab Ravioli,"Brand: JOSEPHS
CASE | 1 x 6 LB",,,707978,5dd4c2c3-ae3e-4acb-be5b-d97d7ecff7bf,EACH,,CASE,,48769433189,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/19196762-8765-56cc-a1d0-e3f1551b86a0.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Mini Cheese Ravioli,"Brand: RAFFETTO'S
CASE | 1 x 5 LB",,,710685,0860855b-98da-4671-b21b-186f4477a846,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2dd78237-f870-51df-9ed1-0b40895abb53.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Orechiette Pasta,"Brand: BACCHINI
CASE | 1 x 6.6 LB",,,808531,faa84835-cd0e-411c-bb0b-fba587908978,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2a768d1e-d3bc-51b5-87da-cfa172fc87f6.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Paglia E Fieno Pasta,"Brand: SIGNOR
CASE | 1 x 5 LB",,,702248,ad086f1d-2ff6-4eae-9282-12906dce7a88,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7d9c2e7a-6f38-47be-9711-4ed0c81ea0dc.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Pasta Paccheri,"Brand: PASTIFICIO
CASE | 1 x 3.3 LB",,,715078,dc1e37ee-d700-4b45-8bd2-bf9639deb834,EACH,,CASE,,,,,,,,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Pasta Sheets,"Brand: INDIGO
CASE | 1 x 10 LB",,,719622,52ae9d71-8c08-4234-9034-b82f0b620c17,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/0738d061-9cdd-556d-9a60-66597d9025de.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Potato Gnocchi,"Brand: JB & SON
CASE | 12 x 16 OZ",,,710391,7cea1b9b-f1b8-402a-9011-f7bed0571799,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/784f5d1d-64b5-57ae-bd21-9bd676069275.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Potato Gnocchi,"Brand: RANA
CASE | 5 x 2.2 LB",,,726109,e9b02a79-9bef-4bc9-9dfe-f2297da7b7bb,EACH,,CASE,,8.00E+12,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/4e5c2e78-cb16-4724-ae00-feca133e09da.jpeg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Potato Gnocchi,"Brand: DAIRY MAID
CASE | 12 x 1 LB",,,794011,a4b5a965-d0f0-4aba-b1ef-51a785cbd065,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ed5bc7c8-a112-5907-abe8-0279a7ccb786.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Potato Gnocchi Bulk Pasta,"Brand: RAFFETTO'S
CASE | 1 x 10 LB
Weighted item pricing is subject to change",,,710362,c80a40f8-92c9-4287-9200-2ba8659c92c4,,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/2b76bcc2-5838-5121-9686-21b75ba07f35.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Ricotta Cavatelli Pasta,"Brand: DAIRY MAID
CASE | 12 x 1 LB",,,794035,c0fdcd44-580a-48c4-bdc2-613633c1b19e,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/f7426d64-6a77-5488-8d0f-f7669eeed7d9.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Rigatoni Pasta,"Brand: RAFFETTO'S
CASE | 2 x 5 LB
Weighted item pricing is subject to change",,,719759,20430881-70e7-4022-b208-8ceaa9f37f9c,,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/07575b34-7f59-5f6a-8f78-4c813d65ae16.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Round Lobster Ravioli,"Brand: JOSEPHS
CASE | 2 x 3 LB",,,708129,27890729-c6d4-4291-b9ad-86c0ceecffbb,EACH,,CASE,,48769442280,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/eb4a1359-9821-5e35-84b8-2ffce735e937.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Round Pumpkin Ravioli,"Brand: DAIRY MAID
CASE | 1 x 10 LB",,,794050,09fcbfa1-3e43-4a40-b4e8-120825e9dbde,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/d78aabe4-e16b-59f3-9be1-f2af649266be.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Sausage & Broccolini Ravioli,"Brand: JOSEPHS
CASE | 1 x 6 LB",,,708223,849f5eb3-824d-453c-94b5-54a7011c62b2,EACH,,CASE,,48769433257,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/96efe363-70f6-563e-8fe6-92d795bfd15a.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Spinach Cavatelli Pasta,"Brand: JB & SON
CASE | 12 x 16 OZ",,,794086,4fa64ad3-6a0f-46f4-ae42-bc3eb12e0b66,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/fb7c40b0-62c0-5084-8945-fe60dfc2b58b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Square 3 Cheese Ravioli,"Brand: JOSEPHS
CASE | 4 x 3 LB",,,708034,7426a854-dc62-4f0b-8843-63d556b5b398,EACH,,CASE,,48769413211,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/06d33271-ec0d-538e-bb30-6df68f540355.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Stracciatella Burrata Ravioli,"Brand: SEVIROLI
CASE | 2 x 2.5 LB",,,715076,39013f4a-00bb-4cae-9ac9-e549b79c71ee,EACH,,CASE,,74847183035,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/ad1fd413-3e1e-531c-9c72-d134cfc2651e.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Strigoloni Pasta,"Brand: LABORATORIO
CASE | 1 x 3.3 LB",,,808628,35fdc48f-a51d-47f8-b368-5b84a7745b56,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/7b5ea1c6-45f2-5694-be0e-477f3441064b.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Striped Lobster Ravioli,"Brand: JOSEPHS
CASE | 2 x 3 LB",,,708306,95d221c1-6fe2-45c3-ae7c-2e023d93d0fa,EACH,,CASE,,48769342283,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/396dc62c-f260-5259-97d4-7d3d4459191e.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
Frozen Strozzapreti Pasta,"Brand: BACCHINI
CASE | 1 x 6.6 LB",,,821352,74dfba35-a615-42ba-ad17-066552d5ef22,EACH,,CASE,,,,,,"[""https://s3.amazonaws.com/media.usepepper.com/suppliers/cd7e83da-61a6-45c3-9a43-db0a83bd04fa/items/aa02a5bf-7520-51eb-bdb3-7ddb06bf5812.jpg""]",,,,,,,Frozen,Pasta,,,,,Ace Endico,,,Food
