"name","description","brand","category","sku","packSize","barcode","imageUrl","link"
"FRUITS FROZEN PERSIMMON F","","PULMUONE","FROZEN VEGETABLE OTHER","#36140","12/ 8.5 OZ","8808735554117","https://ecatalog.wismettacusa.com/upload/img/m/126586875065ef1e7b988e93.10478181.jpg","https://ecatalog.wismettacusa.com/product.php?id=116159&branch=LOS"
"SHUMAI SHRIMP L-SIZE APP 28P AJINOMOTO F","","AJINOMOTO","SHUMAI","#36144","4/ 900 G","N/A","https://ecatalog.wismettacusa.com/upload/img/m/7123322726684404bde5e66.45047673.jpg","https://ecatalog.wismettacusa.com/product.php?id=111104&branch=LOS"
"SWEETS BAKED PLANT BASE BAO IMURAYA F","","IMURAYA","FROZEN PROCESSED PRODUCT OTHER","#36156","24/ 3.31 OZ","4901006241625","https://ecatalog.wismettacusa.com/upload/img/m/41376428364a8533e21df70.36655930.jpg","https://ecatalog.wismettacusa.com/product.php?id=112978&branch=LOS"
"TOPPOKKI ROSE I 14.8OZ F","","PULMUONE","FROZEN PROCESSED PRODUCT OTHER","#36157","12/ 14.8 OZ","8801114161548","https://ecatalog.wismettacusa.com/upload/img/m/185458695964b8177ba82fa9.70550551.jpg","https://ecatalog.wismettacusa.com/product.php?id=125337&branch=LOS"
"CUTLET 800WC PORK CA PROP 12 COMPLIANT F","","N/A","MEAT","#36164","12 LB","N/A","https://ecatalog.wismettacusa.com/upload/img/m/499745276672100dbbf9d8.67090362.jpg","https://ecatalog.wismettacusa.com/product.php?id=113834&branch=LOS"
"KAMPYO SEASONED (NO MSG) 2.2LB","","SK","PICKLED VEGETABLE OTHER","#36179","10/ 2.2 LB","074410361792","https://ecatalog.wismettacusa.com/upload/img/m/123738237166c4e771c88090.58779609.jpg","https://ecatalog.wismettacusa.com/product.php?id=117884&branch=LOS"
"SHIITAKE MUSHROOM SEASONED NO MSG","","SK","PICKLED VEGETABLE OTHER","#36180","10/ 2.2 LB","074410361808","https://ecatalog.wismettacusa.com/upload/img/m/96834644766c4e7a5de39b3.30999183.jpg","https://ecatalog.wismettacusa.com/product.php?id=117885&branch=LOS"
"SHIITAKE MUSHROOM SEASONED (MSG) 2.2LB","","SK","PICKLED VEGETABLE OTHER","#36181","10/ 2.2 LB","074410361815","https://ecatalog.wismettacusa.com/upload/img/m/565187085669a8509d8ebe7.49423703.jpg","https://ecatalog.wismettacusa.com/product.php?id=117886&branch=LOS"
"KAMPYO SEASONED (MSG) 2.2LB","","SK","PICKLED VEGETABLE OTHER","#36182","10/ 2.2 LB","074410361822","https://ecatalog.wismettacusa.com/upload/img/m/975225055669a8526f37e57.52240279.jpg","https://ecatalog.wismettacusa.com/product.php?id=117887&branch=LOS"
"PLANT BASED CRUMBLES CHORIZO SOY YUM","","HOUSE","DELI OTHER","#36197","12/ 10 OZ","036998006731","https://ecatalog.wismettacusa.com/upload/img/m/1345081083662a76fd57bd07.84799143.jpg","https://ecatalog.wismettacusa.com/product.php?id=120666&branch=LOS"
"RICE COOKED FIVE GRAIN RICE NB 7.4OZ","","EMART AMERICA INC","COOKED RICE","#36198","12/ 7.4 OZ","8809750474459","https://ecatalog.wismettacusa.com/upload/img/m/1289290393663008fd635005.22659229.jpg","https://ecatalog.wismettacusa.com/product.php?id=121812&branch=LOS"
"BUNS PLANT BASED BAO PIZZA IMURAYA F","","IMURAYA","FROZEN PROCESSED PRODUCT OTHER","#36222","24/ 3.28 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/10782219246697f9e2409f75.31074324.jpg","https://ecatalog.wismettacusa.com/product.php?id=126238&branch=LOS"
"RICE BALL PLANT BASE BULGOGI F","","PULMUONE","FROZEN PROCESSED PRODUCT OTHER","#36224","12/ 17.6 OZ","8801114159118","https://ecatalog.wismettacusa.com/upload/img/m/94527608566a14e2e4681f8.37329714.jpg","https://ecatalog.wismettacusa.com/product.php?id=126678&branch=LOS"
"FLOUR HOT CAKE MIX 300G SHOWA SANGYO","","SHOWA SANGYO","FLOUR","#36475","2/ 20/ 10.58 OZ","074410364755","https://ecatalog.wismettacusa.com/upload/img/m/211005444161b7e0e07957e3.96740188.jpg","https://ecatalog.wismettacusa.com/product.php?id=101283&branch=LOS"
"CROQUETTE HOKKAIDO KITAAKARI 8P CHINUY F","","AJINOCHINUYA","FROZEN PROCESSED PRODUCT OTHER","#36644","3/ 10/ 440 G","074410366445","https://ecatalog.wismettacusa.com/upload/img/m/448494146664d06642f0ff5.90734856.jpg","https://ecatalog.wismettacusa.com/product.php?id=107498&branch=LOS"
"CROQUETTE HOKKAIDO PUMPKIN 8PC CHINUYA F","","AJINOCHINUYA","FROZEN PROCESSED PRODUCT OTHER","#36669","3/ 10/ 400 G","074410366698","https://ecatalog.wismettacusa.com/upload/img/m/938712465643722d4dc70f5.84977200.jpg","https://ecatalog.wismettacusa.com/product.php?id=107499&branch=LOS"
"FISH CAKE GOBO MAKI FAMILY PACK SK F","","SK","ODEN","#36784","12/ 12.6 OZ","074410367848","https://ecatalog.wismettacusa.com/upload/img/m/62265407265aea862879761.87828070.jpg","https://ecatalog.wismettacusa.com/product.php?id=116601&branch=LOS"
"FISH CAKE SATSUMA AGE FAMILY PACK SK F","","SK","ODEN","#36785","12/ 12.6 OZ","074410367855","https://ecatalog.wismettacusa.com/upload/img/m/35670527465aea8bb388794.04404898.jpg","https://ecatalog.wismettacusa.com/product.php?id=116602&branch=LOS"
"FISH CAKE AGE BALL FAMILY PACK SK F","","SK","ODEN","#36786","12/ 12.6 OZ","074410367862","https://ecatalog.wismettacusa.com/upload/img/m/109066975865aea8f60a0749.74888525.jpg","https://ecatalog.wismettacusa.com/product.php?id=116603&branch=LOS"
"KINSHI TAMAGO TEYAKI FU AHJIKAN F","","AJIKAN","FROZEN PROCESSED PRODUCT OTHER","#36787","10/ 27.5 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/12092530936635177f4eb127.20178460.jpg","https://ecatalog.wismettacusa.com/product.php?id=119704&branch=LOS"
"NATTO IN BAG GOKUKOTSUBU 30Gx10PC SK F","","YAMADA","NATTO","#36804","2/ 12/ 10.5 OZ","074410368043","https://ecatalog.wismettacusa.com/upload/img/m/82846247965dfce20dd1cb0.56069436.jpg","https://ecatalog.wismettacusa.com/product.php?id=119011&branch=LOS"
"RICE COOKED MUKIN GOHAN SK","","SK","COOKED RICE","#36914","12/ 7.05 OZ","074410369149","https://ecatalog.wismettacusa.com/upload/img/m/1229041650669ffd5bd86175.14465705.jpg","https://ecatalog.wismettacusa.com/product.php?id=121614&branch=LOS"
"RICE CAKE KAGAMI MARUMOCHI GOKUSHOU SATO","","SATO FOODS","RICE CAKE","#36983","24/ 5.82 OZ","074410369835","https://ecatalog.wismettacusa.com/upload/img/m/966855706697fa0419d990.17477330.jpg","https://ecatalog.wismettacusa.com/product.php?id=126106&branch=LOS"
"RICE CAKE KAGAMI KIRIMOCHI GOKUSHOU SATO","","SATO FOODS","RICE CAKE","#36984","24/ 5.29 OZ","074410369842","https://ecatalog.wismettacusa.com/upload/img/m/7795628386697fa1a4e4fe8.51759903.jpg","https://ecatalog.wismettacusa.com/product.php?id=126107&branch=LOS"
"RICE CAKE KAGAMI MOCHI DAIDAI TSUKI SATO","","SATO FOODS","RICE CAKE","#36985","36/ 2.32 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/2087172766697fa30431d36.51594723.jpg","https://ecatalog.wismettacusa.com/product.php?id=126108&branch=LOS"
"RICE CAKE OKAGAMI KIRIMOCHI 20 GO ECHIGO","","ECHIGO","RICE CAKE","#36986","6/ 18.6 OZ","74410369866","https://ecatalog.wismettacusa.com/upload/img/m/12417902996697fa52c752a1.92968773.jpg","https://ecatalog.wismettacusa.com/product.php?id=126105&branch=LOS"
"PLUM PASTE NERI UME TUBE 250G KINJIRUSHI","","KINJIRUSHI","UMEBOSHI","#37008","4/ 10/ 8.81 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/17534641055c0b13a982a192.23121665.jpg","https://ecatalog.wismettacusa.com/product.php?id=1963&branch=LOS"
"WHEAT FLOUR CAKES","","PULMUONE","DELI OTHER","#37012","16/ 22.9 OZ","8801114156919","https://ecatalog.wismettacusa.com/upload/img/m/195164643065fb11aa862324.30658219.jpg","https://ecatalog.wismettacusa.com/product.php?id=116174&branch=LOS"
"SKIPJACK TUNA DASHI NO CHIKARA 2.82OZ","","MARUTOMO","BONITO FLAKES","#37580","2/ 12/ 2.82 OZ","074410375805","https://ecatalog.wismettacusa.com/upload/img/m/3089482715c0ee338b45d31.60372834.jpg","https://ecatalog.wismettacusa.com/product.php?id=1836&branch=LOS"
"TENKASU 1KG SK","","SK","TEMPURA BATTER MIX","#37603","10/ 35.27 OZ","074410376031","https://ecatalog.wismettacusa.com/upload/img/m/10638283886171d4944b3de7.67429906.jpg","https://ecatalog.wismettacusa.com/product.php?id=98947&branch=LOS"
"ATSUYAKI TAMAGO 500G KEWPIE WAF EX F","","KEWPIE","FROZEN PROCESSED PRODUCT OTHER","#37610","20/ 500 G","074410376109","https://ecatalog.wismettacusa.com/upload/img/m/189507282563fd3ed67aad65.82427890.jpg","https://ecatalog.wismettacusa.com/product.php?id=106023&branch=LOS"
"ATSUYAKI TAMAGO KEWPIE F","","KEWPIE","FROZEN PROCESSED PRODUCT OTHER","#37610A","20/ 17.6 OZ","074410376109","https://ecatalog.wismettacusa.com/upload/img/m/86049545966ec909493c0b1.68956781.jpg","https://ecatalog.wismettacusa.com/product.php?id=119705&branch=LOS"
"PROCESSED EGG SOFT BOILED STYLE QP F","","KEWPIE","FROZEN PROCESSED PRODUCT OTHER","#37611","16/ 300 G","N/A","https://ecatalog.wismettacusa.com/upload/img/m/986365213643722ffd9a6f5.83720855.jpg","https://ecatalog.wismettacusa.com/product.php?id=110570&branch=LOS"
"TENKASU 1KG SK","","N/A","FLOUR, BEANS OTHER","#37619","12/ 35.2 OZ","074410376192","https://ecatalog.wismettacusa.com/upload/img/m/204088735266d23e911b4357.66334024.jpg","https://ecatalog.wismettacusa.com/product.php?id=127618&branch=LOS"
"NORI AONORI-KO FLAKE BTL TAKAOKAYA","","TAKAOKAYA","NORI OTHER","#38041","10/ 0.7 OZ","N/A","https://ecatalog.wismettacusa.com/upload/img/m/2058613871611ec8d849d6a7.80740619.jpg","https://ecatalog.wismettacusa.com/product.php?id=90873&branch=LOS"
"NORI AONORI-KO 100G TAKAOKAYA","","TAKAOKAYA","NORI OTHER","#38101","12/ 3.52 OZ","735407000604","https://ecatalog.wismettacusa.com/upload/img/m/7464371586697fa75597410.47083775.jpg","https://ecatalog.wismettacusa.com/product.php?id=1788&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN ORIGINAL","","SANYO FOODS","NOODLE INSTANT","#39001","24/ 3.5 OZ","076186000011","https://ecatalog.wismettacusa.com/upload/img/m/12413772935c11aa10381368.89084829.jpg","https://ecatalog.wismettacusa.com/product.php?id=1490&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN CHICKEN","","SANYO FOODS","NOODLE INSTANT","#39002","24/ 3.5 OZ","076186000028","https://ecatalog.wismettacusa.com/upload/img/m/3194264045c11aa62309ea7.47087208.jpg","https://ecatalog.wismettacusa.com/product.php?id=1491&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN BEEF","","SANYO FOODS","NOODLE INSTANT","#39003","24/ 3.5 OZ","076186000035","https://ecatalog.wismettacusa.com/upload/img/m/9080780875c11aa7c723301.06250521.jpg","https://ecatalog.wismettacusa.com/product.php?id=1492&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN SHRIMP","","SANYO FOODS","NOODLE INSTANT","#39004","24/ 3.5 OZ","076186000059","https://ecatalog.wismettacusa.com/upload/img/m/17038086525c11aa95cfe8e7.13930847.jpg","https://ecatalog.wismettacusa.com/product.php?id=1493&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN MISO","","SANYO FOODS","NOODLE INSTANT","#39006","24/ 3.5 OZ","076186000073","https://ecatalog.wismettacusa.com/upload/img/m/20396454815c11aaef17d896.35010310.jpg","https://ecatalog.wismettacusa.com/product.php?id=1485&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN YAKISOBA","","SANYO FOODS","NOODLE INSTANT","#39007","24/ 3.6 OZ","076186000189","https://ecatalog.wismettacusa.com/upload/img/m/14337649875c11ab192f3019.10293364.jpg","https://ecatalog.wismettacusa.com/product.php?id=1486&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN ORIGINAL","","SANYO FOODS","NOODLE INSTANT","#39020","12/ 2.2 OZ","076186700010","https://ecatalog.wismettacusa.com/upload/img/m/9037718595c11ab3bd45291.29904956.jpg","https://ecatalog.wismettacusa.com/product.php?id=1488&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN ORIGINAL","","SANYO FOODS","NOODLE INSTANT","#39020A","12/ 2.25 OZ","076186700010","https://ecatalog.wismettacusa.com/upload/img/m/1584407444662a75612b3d98.34773504.jpg","https://ecatalog.wismettacusa.com/product.php?id=120661&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN CHICKEN","","SANYO FOODS","NOODLE INSTANT","#39021","12/ 2.2 OZ","076186700027","https://ecatalog.wismettacusa.com/upload/img/m/5075044455c11ab53342173.90831778.jpg","https://ecatalog.wismettacusa.com/product.php?id=1489&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN CHICKEN","","SANYO FOODS","NOODLE INSTANT","#39021A","12/ 2.25 OZ","076186700027","https://ecatalog.wismettacusa.com/upload/img/m/1407814555662a7586039ad7.49985471.jpg","https://ecatalog.wismettacusa.com/product.php?id=120662&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN BEEF","","SANYO FOODS","NOODLE INSTANT","#39022","12/ 2.2 OZ","076186700034","https://ecatalog.wismettacusa.com/upload/img/m/3810891345c11ab66dc0dc4.36129204.jpg","https://ecatalog.wismettacusa.com/product.php?id=1487&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN BEEF","","SANYO FOODS","NOODLE INSTANT","#39022A","12/ 2.25 OZ","076186700034","https://ecatalog.wismettacusa.com/upload/img/m/1531034751662a75a16b40f7.86678976.jpg","https://ecatalog.wismettacusa.com/product.php?id=120663&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN SHRIMP","","SANYO FOODS","NOODLE INSTANT","#39023","12/ 2.2 OZ","076186700041","https://ecatalog.wismettacusa.com/upload/img/m/14937540456633b3032817a1.24236689.jpg","https://ecatalog.wismettacusa.com/product.php?id=1481&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN SHRIMP","","SANYO FOODS","NOODLE INSTANT","#39023A","12/ 2.25 OZ","076186700041","https://ecatalog.wismettacusa.com/upload/img/m/58039569662a75b9ce9ff1.04091587.jpg","https://ecatalog.wismettacusa.com/product.php?id=116140&branch=LOS"
"NOODLE INST CUP SOMEN SANUKI ORIGINAL SK","","SK","NOODLE INSTANT","#39140","12/ 5.78 OZ","074410391409","https://ecatalog.wismettacusa.com/upload/img/m/39140-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=1482&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN SHIO","","SANYO FOODS","NOODLE INSTANT","#39240","12/ 2.98 OZ","076186500030","https://ecatalog.wismettacusa.com/upload/img/m/16787749455c11ab950cb692.57283362.jpg","https://ecatalog.wismettacusa.com/product.php?id=56783&branch=LOS"
"NOODLE INST CUP CURRY UDON SK","","SK","NOODLE INSTANT","#39248","12/ 7.17 OZ","074410392482","https://ecatalog.wismettacusa.com/upload/img/m/1078792557664cf039cdb480.74691508.jpg","https://ecatalog.wismettacusa.com/product.php?id=105627&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN MISO","","SANYO FOODS","NOODLE INSTANT","#39296","12/ 2.98 OZ","076186500023","https://ecatalog.wismettacusa.com/upload/img/m/19210391745c11aba5126ca9.53992181.jpg","https://ecatalog.wismettacusa.com/product.php?id=56869&branch=LOS"
"NOODLE INST CUP SAPPORO ICHIBAN SHOYU","","SANYO FOODS","NOODLE INSTANT","#39297","12/ 2.91 OZ","076186500047","https://ecatalog.wismettacusa.com/upload/img/m/12229262745c11abb1642ce8.50776950.jpg","https://ecatalog.wismettacusa.com/product.php?id=56868&branch=LOS"
"NOODLE PHO BOWL BEEF FLAVOR ACECOOK","","SANYO FOODS","NOODLE INSTANT","#39320","6/ 72 G","8934563289140","https://ecatalog.wismettacusa.com/upload/img/m/197059259861417b004714c9.77399887.jpg","https://ecatalog.wismettacusa.com/product.php?id=95492&branch=LOS"
"NOODLE PHO BOWL CHICKEN FLAVOR ACECOOK","","SANYO FOODS","NOODLE INSTANT","#39321","6/ 70 G","8934563288143","https://ecatalog.wismettacusa.com/upload/img/m/153622616361417b34c510f2.00569266.jpg","https://ecatalog.wismettacusa.com/product.php?id=95493&branch=LOS"
"NOODLE INST GOKUUMA CUP YAKISOBA SK","","SK","NOODLE INSTANT","#39636","12/ 4.05 OZ","074410396367","https://ecatalog.wismettacusa.com/upload/img/m/12410083555b5649559c3076.19759243.jpg","https://ecatalog.wismettacusa.com/product.php?id=1517&branch=LOS"
"NOODLE INST CUP GOKUUMA MISO SK","","SK","NOODLE INSTANT","#39649","12/ 3.7 OZ","074410396497","https://ecatalog.wismettacusa.com/upload/img/m/5072656995b5649d7d0c426.69192811.jpg","https://ecatalog.wismettacusa.com/product.php?id=1512&branch=LOS"
"NOODLE INST CUP GOKUUMA SHOYU SK","","SK","NOODLE INSTANT","#39664","12/ 2.68 OZ","074410396640","https://ecatalog.wismettacusa.com/upload/img/m/699654135b564a96304729.70505295.jpg","https://ecatalog.wismettacusa.com/product.php?id=1510&branch=LOS"
"NOODLE INST CUP GOKUUMA HOT SK","","SK","NOODLE INSTANT","#39665","12/ 2.89 OZ","074410396657","https://ecatalog.wismettacusa.com/upload/img/m/15280847455b564bd678f8e7.24811468.jpg","https://ecatalog.wismettacusa.com/product.php?id=1511&branch=LOS"
"NOODLE INST CUP GOKUUMA TONKOTSU SK","","SK","NOODLE INSTANT","#39666","12/ 2.93 OZ","074410396664","https://ecatalog.wismettacusa.com/upload/img/m/17910589975b56498bd58ea5.34800864.jpg","https://ecatalog.wismettacusa.com/product.php?id=1516&branch=LOS"
"NOODLE INST CUP RAMEN TONKOTSU SK","","SK","NOODLE INSTANT","#39668","12/ 2.18 OZ","074410396688","https://ecatalog.wismettacusa.com/upload/img/m/1377801427662a75fe79d749.74285776.jpg","https://ecatalog.wismettacusa.com/product.php?id=121388&branch=LOS"
"NOODLE SUPER BIG RAMEN SOYSAUCE ACECOOK","","ACECOOK","NOODLE INSTANT","#39670","12/ 3.63 OZ","074410396701","https://ecatalog.wismettacusa.com/upload/img/m/39670.JPG","https://ecatalog.wismettacusa.com/product.php?id=1505&branch=LOS"
"NOODLE SUPER BIG RAMEN TONKOTSU ACECOOK","","ACECOOK","NOODLE INSTANT","#39671","12/ 3.66 OZ","074410396718","https://ecatalog.wismettacusa.com/upload/img/m/39671.JPG","https://ecatalog.wismettacusa.com/product.php?id=1506&branch=LOS"
"NOODLE INST GOKUUMA RAMEN SOYSAUCE 5P SK","","SK","NOODLE INSTANT","#39675A","3/ 6/ 16.04 OZ","074410396756","https://ecatalog.wismettacusa.com/upload/img/m/15611601095f99c697ae1660.79133414.jpg","https://ecatalog.wismettacusa.com/product.php?id=91467&branch=LOS"
"NOODLE INST GOKUUMA RAMEN HOT 5P SK","","SK","NOODLE INSTANT","#39676A","3/ 6/ 16.75 OZ","074410396763","https://ecatalog.wismettacusa.com/upload/img/m/20156773685f99c6aebc6520.49106494.jpg","https://ecatalog.wismettacusa.com/product.php?id=91468&branch=LOS"
"NOODLE INST GOKUUMA RAMEN TONKOTSU 5P SK","","SK","NOODLE INSTANT","#39677A","3/ 6/ 16.75 OZ","074410396770","https://ecatalog.wismettacusa.com/upload/img/m/4187257165f99c6c2ea6535.79400791.jpg","https://ecatalog.wismettacusa.com/product.php?id=91469&branch=LOS"
"NOODLE INST CUP UDON AKAI KITSUNE REG","","MARUCHAN","NOODLE INSTANT","#39980","12/ 3.31 OZ","719076020019","https://ecatalog.wismettacusa.com/upload/img/m/1096813259651c58a42684d9.39746966.jpg","https://ecatalog.wismettacusa.com/product.php?id=1483&branch=LOS"
"NOODLE INST CUP SOBA MIDORI NO TANUKI R.","","MARUCHAN","NOODLE INSTANT","#39981","12/ 3.52 OZ","719076020026","https://ecatalog.wismettacusa.com/upload/img/m/1218946166651c58d88ebd98.07921531.jpg","https://ecatalog.wismettacusa.com/product.php?id=1484&branch=LOS"
"NOODLE INST CUP UDON AKAI O-KITSUNE (L)","","MARUCHAN","NOODLE INSTANT","#39982","12/ 4.12 OZ","719076020132","https://ecatalog.wismettacusa.com/upload/img/m/39982-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=1494&branch=LOS"
"NOODLE INST 5P SAPPORO ICHIBAN YAKISOBA","","SANYO FOODS","NOODLE INSTANT","#40018","6/ 18 OZ","076186005184","https://ecatalog.wismettacusa.com/upload/img/m/177274345c11abbe7f5d37.27849244.jpg","https://ecatalog.wismettacusa.com/product.php?id=1507&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN SHIO","","SANYO FOODS","NOODLE INSTANT","#40037","24/ 3.6 OZ","076186000080","https://ecatalog.wismettacusa.com/upload/img/m/5367910725c11abd4060999.64552711.jpg","https://ecatalog.wismettacusa.com/product.php?id=1504&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIB HOT&SPICY","","SANYO FOODS","NOODLE INSTANT","#40038","24/ 3.5 OZ","076186000127","https://ecatalog.wismettacusa.com/upload/img/m/6359417325c11abe666f553.92367824.jpg","https://ecatalog.wismettacusa.com/product.php?id=1501&branch=LOS"
"NOODLE INST 5P SAPPORO ICHI ORIGINAL","","SANYO FOODS","NOODLE INSTANT","#40039","6/ 17.5 OZ","076186000516","https://ecatalog.wismettacusa.com/upload/img/m/7270671235c11abf851f643.28675222.jpg","https://ecatalog.wismettacusa.com/product.php?id=1502&branch=LOS"
"NOODLE INST 5P SAPPORO ICHIBAN MISO","","SANYO FOODS","NOODLE INSTANT","#40040","6/ 17.75 OZ","076186000578","https://ecatalog.wismettacusa.com/upload/img/m/10710242885c11ac0a460c10.70533775.jpg","https://ecatalog.wismettacusa.com/product.php?id=1503&branch=LOS"
"NOODLE INST 5P SAPPORO ICHIBAN SHIO","","SANYO FOODS","NOODLE INSTANT","#40041","6/ 17.5 OZ","076186000585","https://ecatalog.wismettacusa.com/upload/img/m/5644367285c11ac1e33ed44.61350811.jpg","https://ecatalog.wismettacusa.com/product.php?id=1500&branch=LOS"
"NOODLE RAMEN NAMA TONKOTSU ST 120G","","YAMACHAN","NOODLE CHILLED","#40044","50 PC","767921400448","https://ecatalog.wismettacusa.com/upload/img/m/59595077661506b8592b823.17316802.jpg","https://ecatalog.wismettacusa.com/product.php?id=1637&branch=LOS"
"NOODLE JAH JAN WEI LIH","","WEI LIH","NOODLE INSTANT","#40059","6/ 15.87 OZ","074410400590","https://ecatalog.wismettacusa.com/upload/img/m/17513078525b75c0d645a027.16827187.jpg","https://ecatalog.wismettacusa.com/product.php?id=1513&branch=LOS"
"NOODLE ONION WEI LIH","","WEI LIH","NOODLE INSTANT","#40060","6/ 14.99 OZ","074410400606","https://ecatalog.wismettacusa.com/upload/img/m/158371802863040845d0f951.31479465.jpg","https://ecatalog.wismettacusa.com/product.php?id=1514&branch=LOS"
"NOODLE SPICY BEEF WEI LIH","","WEI LIH","NOODLE INSTANT","#40061","6/ 14.99 OZ","074410400613","https://ecatalog.wismettacusa.com/upload/img/m/148174796363040859897340.69574204.jpg","https://ecatalog.wismettacusa.com/product.php?id=1515&branch=LOS"
"NOODLE INST 5P SAPPORO ICHI TONKOTSU","","SANYO FOODS","NOODLE INSTANT","#40064A","6/ 18.5 OZ","076186005115","https://ecatalog.wismettacusa.com/upload/img/m/18495861895c11ac3423aec4.01771089.jpg","https://ecatalog.wismettacusa.com/product.php?id=1568&branch=LOS"
"NOODLE INST BAG SAPPORO ICHIBAN TONKOTSU","","SANYO FOODS","NOODLE INSTANT","#40065","24/ 3.66 OZ","076186000110","https://ecatalog.wismettacusa.com/upload/img/m/11632766455c11ac454d5df1.68047913.jpg","https://ecatalog.wismettacusa.com/product.php?id=1567&branch=LOS"
"NOODLE RAMEN SHIO 2P NEW YAMACHAN F","","YAMACHAN","NOODLE FROZEN","#40068","15/ 11.43 OZ","767921020301","https://ecatalog.wismettacusa.com/upload/img/m/40068-1.jpg","https://ecatalog.wismettacusa.com/product.php?id=1699&branch=LOS"
"NOODLE SPICY HOT POT WEI LIH","","WEI LIH","NOODLE INSTANT","#40077","6/ 14.99 OZ","074410400774","https://ecatalog.wismettacusa.com/upload/img/m/83447413163040876101702.27424021.jpg","https://ecatalog.wismettacusa.com/product.php?id=94623&branch=LOS"
"NOODLE SHRIMP WEI LIH","","WEI LIH","NOODLE INSTANT","#40078","6/ 14.99 OZ","074410400781","https://ecatalog.wismettacusa.com/upload/img/m/87242718563040902e565f7.02907264.jpg","https://ecatalog.wismettacusa.com/product.php?id=94931&branch=LOS"
"NOODLE RAMEN #22W 120G / 50 PC SK F","","SK","NOODLE FROZEN","#40080","50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/1604240838620ae70cf3f2d2.33963036.jpg","https://ecatalog.wismettacusa.com/product.php?id=101822&branch=LOS"
"NOODLE RAMEN #24TK 130G / 50 PC SK F","","SK","NOODLE FROZEN","#40081","50 PC","N/A","https://ecatalog.wismettacusa.com/upload/img/m/6371447956216962b062c94.40059830.jpg","https://ecatalog.wismettacusa.com/product.php?id=101823&branch=LOS"
"NOODLE YAKISOBA OTAFUKU NEW","","OTAFUKU","NOODLE DRY","#40084","12/ 13.06 OZ","780244000010","https://ecatalog.wismettacusa.com/upload/img/m/1974236017641108921f1835.61584305.jpg","https://ecatalog.wismettacusa.com/product.php?id=106021&branch=LOS"
"NOODLE INST 5P SAPPORO ICH CHICKEN","","SANYO FOODS","NOODLE INSTANT","#40088","6/ 17.5 OZ","076186000523","https://ecatalog.wismettacusa.com/upload/img/m/185267816364b8178d2a1934.45423746.jpg","https://ecatalog.wismettacusa.com/product.php?id=113379&branch=LOS"
"NOODLE HANA KATSUO UDON","","PULMUONE","NOODLE CHILLED","#40091","8/ 32.98 OZ","8801114128930","https://ecatalog.wismettacusa.com/upload/img/m/65758309765fc974587c571.48559851.jpg","https://ecatalog.wismettacusa.com/product.php?id=116152&branch=LOS"
"NOODLE K STYLE & BLK BEAN SAUCE & PORK","","PULMUONE","NOODLE CHILLED","#40092","12/ 23.3 OZ","753214741800","https://ecatalog.wismettacusa.com/upload/img/m/135896454066072066b6ae92.74868161.jpg","https://ecatalog.wismettacusa.com/product.php?id=116155&branch=LOS"
"NOODLE K STYLE WITH BLK BEAN SAUCE","","PULMUONE","NOODLE CHILLED","#40093","12/ 22.58 OZ","753214741817","https://ecatalog.wismettacusa.com/upload/img/m/130854653366072081cd59e3.16504794.jpg","https://ecatalog.wismettacusa.com/product.php?id=116154&branch=LOS"
"NOODLE KATSUO UDON","","PULMUONE","NOODLE CHILLED","#40094","12/ 16.44 OZ","8801114141137","https://ecatalog.wismettacusa.com/upload/img/m/1328986447660720a2075311.05783794.jpg","https://ecatalog.wismettacusa.com/product.php?id=116153&branch=LOS"
"NOODLE LEMONILO CHICKEN CHOW MEN NEW","","NEXUS FOODS","NOODLE INSTANT","#40095","4/ 6/ 2.57 OZ","882095223485","https://ecatalog.wismettacusa.com/upload/img/m/199943780651f2111684185.92402634.jpg","https://ecatalog.wismettacusa.com/product.php?id=115247&branch=LOS"
