ada,sku,name,proof,size,pack,base_price,license_price,retail_price,group,Level 1 category,Level 2 category,Level 3 category
321,12370,BIRD DOG CHOCOLATE,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,12344,BIRD DOG CHOCOLATE PL,80,50,60,0.87,0.81,0.96,Alcohol,,,
321,9544,BIRD DOG HOT CINNAMON,80,50,60,0.87,0.81,0.96,Alcohol,,,
321,9543,BIRD DOG HOT CINNAMON,80,375,12,8.03,7.62,8.99,Alcohol,,,
321,9618,BIRD DOG HOT CINNAMON,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,10379,BIRD DOG MAPLE,80,375,12,8.03,7.62,8.99,Alcohol,,,
321,10416,BIRD DOG MAPLE,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,10380,BIRD DOG MAPLE PL,80,50,60,0.87,0.81,0.96,Alcohol,,,
321,9545,BIRD DOG PEACH,80,50,60,0.87,0.81,0.96,Alcohol,,,
321,9546,BIRD DOG PEACH,80,375,12,8.03,7.62,8.99,Alcohol,,,
321,9619,BIRD DOG PEACH,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,72707,BIRD DOG PEACH W/4-50ML,80,750,6,16.07,15.26,17.99,Alcohol,,,
321,11918,BIRD DOG PEPPERMINT MOONSHINE,80,50,60,0.87,0.81,0.96,Alcohol,,,
321,11919,BIRD DOG PEPPERMINT MOONSHINE,80,375,12,8.03,7.62,8.99,Alcohol,,,
321,11951,BIRD DOG PEPPERMINT MOONSHINE,80,750,12,16.07,15.26,17.99,Alcohol,,,
321,5703,BLACK BUSH (IRISH),80,750,12,26.78,25.44,29.99,Alcohol,,,
321,84786,BLACK BUSH (IRISH),80,1000,12,35.7,33.92,39.99,Alcohol,,,
321,11502,BLACK SWAMP,80,750,12,16.95,16.11,18.99,Alcohol,,,
321,11503,BLACK SWAMP CINNAMON SPICED,80,750,12,16.95,16.11,18.99,Alcohol,,,
321,11675,BRENNE ESTATE CASK,80,750,6,53.57,50.88,59.99,Alcohol,,,
321,10271,BREUCKELEN 77 WHISKEY,90,750,6,44.63,42.41,50,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,6321,BUFFALO TRACE WHITE DOG MSH #1,125,375,12,14.28,13.56,15.99,Alcohol,wine,Champagne & Sparkling,
321,8195,BUFFALO TRACE WHITE DOG RYE,125,375,12,14.28,13.56,15.99,Alcohol,wine,Champagne & Sparkling,
321,25693,BUSHMILLS (IRISH),80,375,24,11.61,11.02,12.99,Alcohol,,,
321,25697,BUSHMILLS (IRISH),80,750,12,20.53,19.5,22.99,Alcohol,,,
321,94476,BUSHMILLS (IRISH),80,1000,12,27.66,26.29,30.99,Alcohol,,,
321,94486,BUSHMILLS (IRISH),80,1750,6,38.37,36.44,42.96,Alcohol,,,
321,72580,BUSHMILLS (IRISH) W/2-50ML,80,750,12,20.53,19.5,22.99,Alcohol,,,
321,8538,BUSHMILLS IRISH HONEY,70,750,12,20.53,19.5,22.99,Alcohol,,,
321,72581,BUSHMILLS IRISH HONEY W/2-50ML,70,750,12,20.53,19.5,22.99,Alcohol,,,
321,99560,BUSHMILLS MALT-10 YR (IRISH),80,750,6,35.7,33.92,39.99,Alcohol,beer,Hard Cider,
321,89436,BUSHMILLS MALT-16 YR (IRISH),80,750,6,73.2,69.55,81.99,Alcohol,beer,Hard Cider,
321,1097,BUSHMILLS MALT-21 YR (IRISH),80,750,6,93.74,89.05,104.99,Alcohol,beer,Hard Cider,
321,72467,BUSHMILLS/HONEY W/50ML BAILEYS,70,750,12,20.53,19.5,22.99,Alcohol,,,
321,11016,CHICKEN COCK CHERRY BOUNCE,70,750,12,16.07,15.26,17.99,Alcohol,,,
321,10402,CHICKEN COCK CINNAMON,86,750,12,16.07,15.26,17.99,Alcohol,,,
321,10403,CHICKEN COCK ROOT BEER,86,750,12,16.07,15.26,17.99,Alcohol,,,
321,10404,CHICKEN COCK SOUTHERN SPICED,86,750,12,16.07,15.26,17.99,Alcohol,,,
321,3285,CLONTARF CLASSIC BLEND WHISKY,80,750,6,17.55,16.67,19.65,Alcohol,,,
321,12321,CLYDE MAY'S CONECUH RIDGE,85,375,12,17.19,16.34,19.26,Alcohol,,,
321,11737,CLYDE MAY'S CONECUH RIDGE,85,750,6,28.55,27.12,31.97,Alcohol,,,
321,12077,CLYDE MAY'S CONECUH RIDGE-110,110,750,6,57.75,54.86,64.68,Alcohol,,,
321,72661,CLYDE MAY'S W/GOLF TEES,85,750,6,28.55,27.12,31.97,Alcohol,,,
321,11391,CODY ROAD BOURBON WHISKEY,90,750,6,32.59,30.95,36.49,Alcohol,spirits,Whiskey,Bourbon
321,10769,COMPASS BOX VARIETY 5PK,80,50,8,41.95,39.86,46.99,Alcohol,,,
321,8506,CONCANNON IRISH WHISKEY,80,750,6,20.53,19.5,22.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,84360,CONNEMARA (IRISH),80,750,6,40.16,38.16,44.99,Alcohol,,,
321,11769,CORSAIR OLD PUNK,92,750,6,41.07,39.01,45.99,Alcohol,,,
321,11770,CORSAIR PUMPKIN SPICE MOONSHIN,85,750,6,35.7,33.92,39.99,Alcohol,,,
321,11771,CORSAIR QUINOA WHISKEY,92,750,6,51.78,49.19,57.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,11773,CORSAIR RYEMAGEDDON,92,750,6,44.62,42.37,49.96,Alcohol,,,
321,11775,CORSAIR TRIPLE SMOKE,80,750,6,44.62,42.37,49.96,Alcohol,,,
321,7498,DEATH'S DOOR WHITE WHISKY,80,750,6,31.24,29.68,34.99,Alcohol,wine,Champagne & Sparkling,
321,10860,DRY FLY CASK WHEAT WHISKEY,120,375,6,32.11,30.49,35.95,Alcohol,spirits,Whiskey,Wheat Whiskey
321,10861,DRY FLY PORT FINISH WHEAT,86,375,6,27.87,26.46,31.2,Alcohol,,,
321,10862,DRY FLY STRAIGHT TRITICALE,88,375,6,27.87,26.46,31.2,Alcohol,,,
321,10064,DRY FLY WASHINGTON WHEAT,80,750,12,35.66,33.89,39.95,Alcohol,,,
321,88286,FIREBALL CINNAMON,66,750,12,13.37,12.69,14.96,Alcohol,,,
321,88246,FIREBALL CINNAMON,66,1000,12,16.95,16.11,18.99,Alcohol,,,
321,9278,FIREBALL CINNAMON,66,1750,6,27.66,26.29,30.99,Alcohol,,,
321,7829,FIREBALL CINNAMON PL,66,100,48,1.78,1.69,1.99,Alcohol,,,
321,1438,FIREBALL CINNAMON PL,66,200,48,4.01,3.81,4.49,Alcohol,,,
321,1439,FIREBALL CINNAMON PL,66,375,24,5.8,5.5,6.49,Alcohol,,,
321,88236,FIREBALL CINNAMON PL,66,750,12,13.37,12.69,14.96,Alcohol,,,
321,72122,FIREBALL CINNAMON W/SHOT GL,66,750,12,13.37,12.69,14.96,Alcohol,,,
321,7360,FIREBALL CINNAM COUNTR DISP PL,66,50,60,0.88,0.85,1,Alcohol,,,
321,12088,FIREFLY APPLE PIE MOONSHINE,60.3,200,24,4.45,4.23,4.99,Alcohol,,,
321,9750,FIREFLY APPLE PIE MOONSHINE,60.3,750,12,14.28,13.56,15.99,Alcohol,,,
321,11470,FIREFLY BLACKBERRY MOONSHINE,71.4,750,12,14.28,13.56,15.99,Alcohol,,,
321,9751,FIREFLY CARAMEL MOONSHINE,60,750,12,14.28,13.56,15.99,Alcohol,,,
321,9752,FIREFLY CHERRY MOONSHINE,58.2,750,12,14.28,13.56,15.99,Alcohol,,,
321,9753,FIREFLY MOONSHINE,100.7,750,12,14.28,13.56,15.99,Alcohol,,,
321,9754,FIREFLY PEACH MOONSHINE,60.9,750,12,14.28,13.56,15.99,Alcohol,,,
321,9777,FIREFLY STRAWBERRY MOONSHINE,41.1,750,12,14.28,13.56,15.99,Alcohol,,,
321,12078,GREAT KING ST COMBO 2PK,86,375,6,49.11,46.64,54.99,Alcohol,,,
321,12079,GREAT KING ST GLASGOW,86,375,12,19.8,18.8,22.17,Alcohol,,,
321,12080,GREAT KING ST GLASGOW,86,750,6,35.75,33.96,40.04,Alcohol,,,
321,11055,GREEN SPOT,80,750,6,44.62,42.37,49.96,Alcohol,,,
321,11218,HAKUSHU,86,750,12,58.03,55.12,64.99,Alcohol,,,
321,12173,HATFIELD & MCCOY,80,750,6,41.07,39.01,45.99,Alcohol,,,
321,9677,HEDONISM,86,750,6,98.2,93.3,109.99,Alcohol,,,
321,11299,HIBIKI-12 YR,86,750,6,58.03,55.12,64.99,Alcohol,,,
321,10930,HIGH WEST BARREL BOULEVARDIER,72,750,6,41.8,39.7,46.81,Alcohol,,,
321,10931,HIGH WEST BARRELED MANHATTAN,74,750,6,41.8,39.7,46.81,Alcohol,,Others,Manhattan
321,12406,HIGH WEST BOURYE,92,750,6,37.4,35.54,41.9,Alcohol,,,
321,10938,HIGH WEST SILVER WESTERN OAT,80,750,6,33,31.35,36.96,Alcohol,,,
321,10940,HIGH WEST SON OF BOURYE,92,750,6,37.4,35.54,41.9,Alcohol,,,
321,7723,HIGH WHISKEY,80,750,12,21.04,19.98,23.56,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,25460,JAMESON (IRISH),80,50,120,1.78,1.69,1.99,Alcohol,,,
321,8406,JAMESON (IRISH),80,200,24,7.12,6.75,7.96,Alcohol,,,
321,25463,JAMESON (IRISH),80,375,24,13.37,12.69,14.96,Alcohol,,,
321,25467,JAMESON (IRISH),80,750,12,24.11,22.89,26.99,Alcohol,,,
321,94376,JAMESON (IRISH),80,1000,12,32.12,30.5,35.96,Alcohol,,,
321,94386,JAMESON (IRISH),80,1750,6,53.57,50.88,59.99,Alcohol,,,
321,72528,JAMESON (IRISH) W/SHOT GL,80,750,12,24.11,22.89,26.99,Alcohol,,,
321,72229,JAMESON (IRISH) W/TIN,80,750,6,24.11,22.89,26.99,Alcohol,,,
321,11213,JAMESON BLACK BARREL,80,750,12,33.03,31.37,36.99,Alcohol,,,
321,4801,JAMESON GOLD (IRISH),80,750,6,89.28,84.81,99.99,Alcohol,,,
321,4802,JAMESON VINTAGE,92,750,3,267.86,254.45,299.99,Alcohol,,,
321,2046,JAMESON-12 YR OLD 1780 IRISH,80,750,12,62.49,59.37,69.99,Alcohol,,,
321,1521,JAMESON-18 YR OLD (IRISH),80,750,6,124.99,118.74,139.99,Alcohol,,,
321,72653,JEREMAIH VARIETY/50ML CAPT SPC,70.4,750,12,15.16,14.41,16.99,Alcohol,,,
321,11720,JEREMIAH WEED CINNAMON WHISKEY,71.2,750,12,15.16,14.41,16.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,11721,JEREMIAH WEED SARSAPARILLA,70.4,750,12,15.16,14.41,16.99,Alcohol,,,
321,11722,JEREMIAH WEED SPICED WHISKEY,70.6,750,12,15.16,14.41,16.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,99196,JOHN POWER & SON (IRISH),80,750,12,28.57,27.13,31.99,Alcohol,,,
321,96190,JOHN POWER & SON (IRISH),80,1000,12,35.7,33.92,39.99,Alcohol,,,
321,11498,KAVALAN WHISKY,86,750,6,80.36,76.33,89.99,Alcohol,,,
321,11499,KAVALAN WHISKY CONCERTMASTER,86,750,6,89.28,84.81,99.99,Alcohol,,,
321,11537,KENNEDY CHILLIED,70,750,6,17.86,16.95,19.99,Alcohol,,,
321,11538,KENNEDY HONEYED,70,750,6,17.86,16.95,19.99,Alcohol,,,
321,11539,KENNEDY LIMED,70,750,6,19.62,18.62,21.96,Alcohol,,,
321,11540,KENNEDY ORIGINAL,80,750,6,19.62,18.62,21.96,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,11541,KENNEDY SPICED,70,750,6,17.86,16.95,19.99,Alcohol,,,
321,12126,KILBEGGAN (IRISH),80,50,96,1.34,1.26,1.49,Alcohol,,,
321,25547,KILBEGGAN (IRISH),80,750,12,25.87,24.56,28.96,Alcohol,,,
321,12223,KILBEGGAN-18 YR,80,750,3,178.57,169.63,199.99,Alcohol,,,
321,11500,KING CAR WHISKY,92,750,6,107.11,101.74,119.95,Alcohol,,,
321,4328,KNAPPOGUE CASTLE 1951 (IRISH),80,750,1,1374.99,1306.24,1539.99,Alcohol,,,
321,4670,KNAPPOGUE CASTLE-12 YR,80,750,6,28.94,27.5,32.42,Alcohol,,,
321,10218,KOVAL BOURBON,94,750,6,46.41,44.1,51.99,Alcohol,,Whiskey,Bourbon
321,10227,KOVAL RYE,80,750,6,44.62,42.37,49.96,Alcohol,,,
321,10153,LARK CASK STRENGTH,116,750,6,200.87,190.81,224.96,Alcohol,,,
321,10154,LARK DISTILLERS SELECTION,92,750,6,160.7,152.67,179.99,Alcohol,,,
321,10155,LARK SINGLE CASK,86,750,6,133.91,127.23,149.99,Alcohol,,,
321,11786,MASTERSON'S BARLEY-10 YR,92,750,6,70.13,66.64,78.56,Alcohol,,,
321,11787,MASTERSON'S WHEAT-12 YR,100,750,6,70.13,66.64,78.56,Alcohol,,,
321,10852,MICHTER'S AMERICAN,83.4,750,6,35.61,33.82,39.87,Alcohol,,,
321,10856,MICHTER'S SOUR MASH,86,750,6,35.61,33.82,39.87,Alcohol,,,
321,9311,MIDLETON BARRY CROCKETT LEGACY,92,750,3,267.86,254.45,299.99,Alcohol,,,
321,566,MIDLETON RARE (IRISH),80,750,6,133.91,127.23,149.99,Alcohol,,,
321,12136,NIKKA COFFEY GRAIN WHISKY,90,750,6,62.49,59.37,69.99,Alcohol,,,
321,12137,NIKKA MIYAGIKYO-12 YR,90,750,6,107.12,101.75,119.96,Alcohol,,,
321,12138,NIKKA TAKETSURU-12 YR,80,750,6,62.49,59.37,69.99,Alcohol,,,
321,12139,NIKKA TAKETSURU-17 YR,86,750,6,133.91,127.23,149.99,Alcohol,,,
321,12140,NIKKA TAKETSURU-21 YR,86,750,6,160.7,152.67,179.99,Alcohol,,,
321,9678,OAK CROSS,86,750,6,49.11,46.64,54.99,Alcohol,,,
321,12428,OLE SMOKY MOONSHINE,100,750,6,17.86,16.95,19.99,Alcohol,,,
321,12429,OLE SMOKY MOONSHINE APPLE PIE,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12031,OLE SMOKY MOONSHINE APPLE PIE,40,1000,6,22.28,21.16,24.95,Alcohol,,,
321,72418,OLE SMOKY MOONSHINE APPLE W/GL,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,72698,OLE SMOKY MOONSHINE APPL/FLASK,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12430,OLE SMOKY MOONSHINE BLACKBERRY,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,72635,OLE SMOKY BLACKBERRY/MASON JAR,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12431,OLE SMOKY MOONSHINE CHARRED,105,750,6,22.32,21.2,24.99,Alcohol,wine,Champagne & Sparkling,
321,12425,OLE SMOKY HARLEY D CHARRED,103,750,6,22.33,21.2,25,Alcohol,wine,Champagne & Sparkling,
321,12426,OLE SMOKY HUNCH PUNCH LIGHTNIN,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,12427,OLE SMOKY LEMON DROP LIGHTNIN,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,12432,OLE SMOKY MOONSHINE LEMON DROP,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,12433,OLE SMOKY MOONSHINE LEMON DROP,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,72574,OLE SMOKY MOONSHINE LEMON W/GL,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12434,OLE SMOKY MOONSHINE PEACH,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,11899,OLE SMOKY MOONSHINE SHINE NOG,35,750,6,17.86,16.95,19.99,Alcohol,,,
321,12435,OLE SMOKY MOONSHINE STRAWBERRY,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12436,OLE SMOKY MOONSHINE STRAWBERRY,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,12437,OLE SMOKY MOONSHINE SWEET TEA,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12438,OLE SMOKY MOONSHINE WATERMELON,40,750,6,17.86,16.95,19.99,Alcohol,,,
321,12439,OLE SMOKY MOONSHINE WHI LIGHTN,100,750,6,17.86,16.95,19.99,Alcohol,,,
321,12440,OLE SMOKY STRAWBERRY LIGHTNIN,80,750,6,17.86,16.95,19.99,Alcohol,,,
321,11124,OYO WHEAT WHISKEY,92,750,12,41.25,39.19,46.2,Alcohol,spirits,Whiskey,Wheat Whiskey
321,10601,PADDY BEE STING,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,10677,PADDY BEE STING PL,70,50,192,0.87,0.81,0.96,Alcohol,,,
321,10602,PADDY DEVIL'S APPLE,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,10643,PADDY DEVIL'S APPLE,70,1000,12,24.99,23.74,27.99,Alcohol,,,
321,10678,PADDY DEVIL'S APPLE PL,70,50,192,0.87,0.81,0.96,Alcohol,,,
321,9466,PADDY OLD IRISH WHISKEY,80,750,12,19.62,18.62,21.96,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,6492,PADDY OLD IRISH WHISKEY,80,1000,12,26.78,25.44,29.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,10487,PALMETTO MOONSHINE APPLE PIE,45,750,6,17.86,16.95,19.99,Alcohol,,,
321,12118,PIEHOLE APPLE PIE,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,12119,PIEHOLE APPLE PIE PL,70,50,120,0.87,0.81,0.96,Alcohol,,,
321,12120,PIEHOLE CHERRY PIE,70,750,12,12.69,14.96,,Alcohol,,,
321,12121,PIEHOLE CHERRY PIE PL,70,50,120,0.87,0.81,0.96,Alcohol,,,
321,12122,PIEHOLE PECAN PIE,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,12123,PIEHOLE PECAN PIE PL,70,50,120,0.87,0.81,0.96,Alcohol,,,
321,11501,PINE BARRENS SINGLE MALT,95,375,6,39.46,37.49,44.2,Alcohol,beer,Hard Cider,
321,6552,POWERS-12 YR (IRISH),80,750,6,40.16,38.16,44.99,Alcohol,,,
321,10815,PRICHARD'S SINGLE MALT,80,750,6,44.62,42.37,49.96,Alcohol,beer,Hard Cider,
321,8553,REDBREAST CASK-12 YR,115.4,750,6,58.03,55.12,64.99,Alcohol,wine,Champagne & Sparkling,
321,84576,REDBREAST IRISH WHISKEY,80,750,6,58.03,55.12,64.99,Alcohol,wine,Champagne & Sparkling,
321,7065,REDBREAST IRISH WHISKEY-15 YR,92,750,6,80.36,76.33,89.99,Alcohol,wine,Champagne & Sparkling,
321,11056,REDBREAST IRISH WHISKEY-21 YR,92,750,3,267.86,254.45,299.99,Alcohol,wine,Champagne & Sparkling,
321,11859,ROGUE DEAD GUY WHISKEY,80,750,12,34.38,32.68,38.52,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,11139,ROGUE FARMS OREGON SINGLE MALT,80,750,12,41.94,39.85,46.98,Alcohol,beer,Hard Cider,
321,7636,SAM HOUSTON AMERICAN STR WHSKY,86,750,6,23.2,22.05,25.99,Alcohol,,,
321,11942,SEAGRAMS 7 CROWN ORCHARD APPLE,71,50,120,0.87,0.81,0.96,Alcohol,,,
321,11943,SEAGRAMS 7 CROWN ORCHARD APPLE,71,750,12,10.7,10.17,11.99,Alcohol,,,
321,11944,SEAGRAMS 7 CROWN ORCHARD APPLE,71,1000,12,13.37,12.69,14.96,Alcohol,,,
321,11945,SEAGRAMS 7 CRWN AMERICAN SPICE,71,50,120,0.87,0.81,0.96,Alcohol,,,
321,11946,SEAGRAMS 7 CRWN AMERICAN SPICE,71,750,12,10.7,10.17,11.99,Alcohol,,,
321,11947,SEAGRAMS 7 CRWN AMERICAN SPICE,71,1000,12,13.37,12.69,14.96,Alcohol,,,
321,12392,SEMPER FI CORN WHISKEY,111,750,6,32.13,30.54,36,Alcohol,spirits,Whiskey,Corn Whiskey
321,12393,SILVER LIGHTNING MOONSHINE,99,750,6,26.78,25.44,29.99,Alcohol,,,
321,12172,SOLE CRY,92,375,12,22.32,21.2,24.99,Alcohol,,,
321,12207,SOLE CRY,92,750,12,35.7,33.92,39.99,Alcohol,,,
321,10052,ST. GEORGE SINGLE MALT WHISKEY,86,750,6,71.41,67.85,79.99,Alcohol,spirits,Whiskey,Malt Whiskey
321,11823,STRANAHAN'S,94,750,6,53.57,50.88,59.99,Alcohol,,,
321,11164,THE GENERAL,106.8,750,6,264,250.8,295.68,Alcohol,,,
321,12081,THE LOST BLEND,92,750,6,89.38,84.93,100.12,Alcohol,,,
321,9680,THE PEAT MONSTER,92,750,6,53.57,50.88,59.99,Alcohol,,,
321,10768,THE PEAT MONSTER 10TH ANNIVERS,97.8,750,6,89.51,85.03,100.25,Alcohol,,,
321,9681,THE SPICE TREE,92,750,6,55.36,52.58,61.99,Alcohol,,,
321,12116,TINCUP,84,750,12,28.57,27.13,31.99,Alcohol,,,
321,5881,TYRCONNELL (IRISH),80,750,6,31.24,29.68,34.99,Alcohol,,,
321,8338,TYRCONNELL MADEIRA CASK,92,750,6,71.41,67.85,79.99,Alcohol,,,
321,8339,TYRCONNELL PORT CASK,92,750,6,71.41,67.85,79.99,Alcohol,,,
321,8340,TYRCONNELL SHERRY CASK,92,750,6,71.41,67.85,79.99,Alcohol,,,
321,11840,UISCE BEATHA IRISH,80,750,6,35.7,33.92,39.99,Alcohol,,,
321,11746,WESTLAND AMERICAN SINGLE MALT,92,750,6,71.41,67.85,79.99,Alcohol,beer,Hard Cider,
321,7136,WHITETAIL,80,375,12,8.91,8.48,9.99,Alcohol,wine,Champagne & Sparkling,
321,7475,WHITETAIL,80,750,12,16.07,15.26,17.99,Alcohol,wine,Champagne & Sparkling,
321,8428,WHITETAIL PL,80,50,60,0.87,0.81,0.96,Alcohol,wine,Champagne & Sparkling,
321,97496,YAMAZAKI-12 YR,86,750,12,66.95,63.61,74.99,Alcohol,,,
321,8837,YAMAZAKI-18 YR,86,750,6,178.57,169.63,199.99,Alcohol,,,
321,10556,YELLOW ROSE OUTLAW,92,750,12,69.64,66.17,78.01,Alcohol,,,
321,12330,YELLOW SPOT-12 YR,92,750,6,89.28,84.81,99.99,Alcohol,,,
321,9453,YOICHI-15 YR,90,750,6,116.07,110.26,129.99,Alcohol,,,
321,9470,YUKON JACK JACAPPLE,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,9471,YUKON JACK JACAPPLE PL,70,50,120,0.97,0.93,1.09,Alcohol,,,
321,9472,YUKON JACK WICKED HOT,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,9473,YUKON JACK WICKED HOT PL,70,50,120,0.97,0.93,1.09,Alcohol,,,
321,72523,YUKON JACK VARIETY/50ML CR RYL,70,750,12,13.37,12.69,14.96,Alcohol,,,
321,11632,2 GINGERS IRISH WHISKEY,80,50,96,1.14,1.1,1.29,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,10389,2 GINGERS IRISH WHISKEY,80,750,12,17.86,16.95,19.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,72708,2 GINGERS IRISH WHISKEY W/GLS,80,750,6,17.86,16.95,19.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
,,,,,,,,,Alcohol,,,
321,89446,ARROW GIN,80,750,12,5.53,5.25,6.19,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,89576,ARROW GIN,80,1000,12,6.95,6.61,7.79,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,89306,ARROW GIN PL,80,200,48,1.68,1.6,1.89,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,89396,ARROW GIN PL,80,375,24,3.03,2.87,3.39,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,84299,ARROW GIN PL,80,1750,6,12.05,11.44,13.49,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26107,BANKER'S CLUB GIN,80,750,12,5.5,5.22,6.16,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26101,BANKER'S CLUB GIN,80,1000,12,7.12,6.75,7.96,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26207,BARTON GIN,80,750,12,4.89,4.66,5.49,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,6466,BARTON GIN,80,1000,12,6.24,5.93,6.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26208,BARTON GIN,80,1750,6,11.14,10.6,12.49,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,87183,BEEFEATER GIN (ENG),94,50,120,1.34,1.26,1.49,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,8845,BEEFEATER GIN (ENG),94,200,24,5.36,5.08,5.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26447,BEEFEATER GIN (ENG),94,750,12,16.07,15.26,17.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26441,BEEFEATER GIN (ENG),94,1000,12,23.2,22.05,25.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26448,BEEFEATER GIN (ENG),94,1750,6,35.7,33.92,39.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26443,BEEFEATER GIN (ENG) (FLASK),94,375,24,8.91,8.48,9.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,72419,BEEFEATER W/POURER-STOPPER PL,94,1750,6,35.7,33.92,39.99,Alcohol,,,
321,7789,BEEFEATER 24,90,750,6,21.41,20.35,23.99,Alcohol,,,
321,7790,BEEFEATER 24,90,1000,6,26.78,25.44,29.99,Alcohol,,,
321,96236,BELLOWS LONDON DRY GIN,80,1000,12,6.95,6.61,7.79,Alcohol,spirits,Gin,London Dry Gin
321,10470,BLACKWOOD'S SMALL BATCH GIN,95,750,6,53.53,50.85,59.95,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26367,BOODLES BRITISH (ENG),90.4,750,12,17.86,16.95,19.99,Alcohol,,,
321,91896,BOODLES BRITISH (ENG),90.4,1750,6,31.24,29.68,34.99,Alcohol,,,
321,26388,BOOTH'S LONDON DRY,90,1750,6,17.86,16.95,19.99,Alcohol,,,
321,26461,BRIGADIER GIN,80,1000,12,7.32,6.95,8.19,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26507,CALVERT D L D,80,750,12,7.05,6.69,7.89,Alcohol,,,
321,85956,CALVERT D L D,80,1000,12,10.26,9.75,11.49,Alcohol,,,
321,26508,CALVERT D L D,80,1750,6,12.05,11.44,13.49,Alcohol,,,
321,26723,CLUB 400 GIN,80,375,24,3.2,3.05,3.59,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26727,CLUB 400 GIN,80,750,12,5.62,5.32,6.28,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,26721,CLUB 400 GIN,80,1000,12,7.12,6.75,7.96,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,11766,CORSAIR BARREL AGED GIN,92,750,6,38.37,36.44,42.96,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,11767,CORSAIR GENEVER,88,750,6,35.7,33.92,39.99,Alcohol,,Gin,Genever
321,11768,CORSAIR GIN,88,750,6,29.45,27.98,32.99,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,84950,CRYSTAL PALACE GIN,80,200,48,1.68,1.6,1.89,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,87096,CRYSTAL PALACE GIN,80,375,24,3.2,3.05,3.59,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
321,28347,CRYSTAL PALACE GIN,80,750,12,4.99,4.74,5.59,Alcohol,spirits,Brandy & Cognac,Brandy De Jerez
