name,description,product_variants,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image_url,manufacturer_sku,content_url,ordering_unit,is_broken_case,avg_case_weight,brand,category,sub-category,product-category-style,manufacturer_name,distributor_name,supplier_name,country_of_origin,Group,Level 1 Category,Level 2 Category,Level 3 Category
Alsace Pinot Gris Bollenberg,"Château D'Orschwihr from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1945037,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3165933/bf4e7b4a59a3c7454c511.png?1717823168,,https://johnsonbrothers.storefronts.site/p/NX65D,,,,Château D'Orschwihr,Wine,Still,White,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,White
Alsace Riesling Bollenberg,The mouthfeel is crunchy with lemon and resinous flavours and salinity is very present. The balance is very well balanced and the length on the palate is impressive.,,1378319,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3165934/5021717ceb5cac48a9b9f.png?1717823175,,https://johnsonbrothers.storefronts.site/p/A0NSB,,,,Château D'Orschwihr,Wine,Still,White,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,White
Crémant d'Alsace Brut Méthode Traditionelle,"Château D'Orschwihr from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1433842,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3165930/15f26c594b5037f186b21.png?1717822924,,https://johnsonbrothers.storefronts.site/p/B1LMO,,,,Château D'Orschwihr,Wine,Sparkling,White,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Sparkling,White
Bordeaux Supérieur La Petite Merlotte,"Château Le Grand Verdus from France, provided by Ascent Wines,Inc. Enjoy the unique taste and quality.",,1777508,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2614616/e8029160d1bbdf15c46dc.png?1683023661,,https://johnsonbrothers.storefronts.site/p/1INIR,,,,Château Le Grand Verdus,Wine,Still,Red,,johnson brothers,"Ascent Wines,Inc",France,Alcohol,Wine,Still,Red
Bordeaux Supérieur,"A very superior quality Bordeaux, has a pretty serious local and clay, which offers wine elegance and breed these privileged land.",,1722917,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/257796/20705185a7e8c30da1764.png?1529910197,,https://johnsonbrothers.storefronts.site/p/IWLJI,,,,Château Les Paruades,Wine,Still,Red,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Red
Haut-Médoc Cru Bourgeois,"Château Maucamps from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1922227,12,750.0,,,,,,,https://johnsonbrothers.storefronts.site/p/E2JW0,,,,Château Maucamps,Wine,Still,Red,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Red
Blackberry Wine,"Sweet and smooth, our Blackberry Wine is packed with the vibrant fruitiness of succulent, sun drenched berries.",,1808782,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3163104/fdc6ef09b09086ae2fce7.png?1717662832,,https://johnsonbrothers.storefronts.site/p/XBMV0,,,,Château Morrisette,Wine,Flavored/Fruit,Fruit,,johnson brothers,Chateau Morrisette,United States,Alcohol,Wine,Flavored/Fruit,Fruit
Orchard Series Farmhouse Sangria Red,"Made from delicious red wine, dark sweet cherries, oranges, and limes. This mouth-watering Sangria is bursting with abundance, lively fruit aromas followed by a sweet and smooth finish. Serve chilled over ice and with fruit. Pairs well with pizza, stuffed jalapeno peppers, chorizo-dish, or spicy yellow curry.",,1088781,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/863481/6255423568b12e8437689.png?1555430893,,https://johnsonbrothers.storefronts.site/p/M91WS,,,,Château Morrisette,Wine,Flavored/Fruit,Sangria,,johnson brothers,Chateau Morrisette,United States,Alcohol,Wine,Flavored/Fruit,Sangria
Our Dog Blue,"Aroma : Melon, citrus, apricots, flowers.

Palate : Sweet, firm acidity.

Finish : Soft. Semi-sweet blend of Riesling, Traminette, Vidal Blanc.",,1522035,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3163098/6daecf06448d9d3f0f8a7.png?1717662827,,https://johnsonbrothers.storefronts.site/p/RDIQ2,,,,Château Morrisette,Wine,Still,White,,johnson brothers,Chateau Morrisette,United States,Alcohol,Wine,Still,White
Red Mountain Laurel,"Red Mountain Laurel blend enhances its classic fruit grape aromas and flavors infused in this distinctive red. Red Mountain Laurel pairs with a wide variety of foods. The sweetness makes a lovely companion to sharp cheddar, salty foods, BBQ, and rich chocolate.",,1545639,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162595/4034532ed7caf5fbbfefd.png?1717651530,,https://johnsonbrothers.storefronts.site/p/8M51N,,,,Château Morrisette,Wine,Still,Red,,johnson brothers,Chateau Morrisette,United States,Alcohol,Wine,Still,Red
Sweet Mountain Laurel,"This wine has notes of candied lemon and floral jasmine. The firm acidity balances the sweetness, producing a crisp finish with aromas of fresh grapes.",,1610313,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162600/c70700f58b6ff0817c579.png?1717651537,,https://johnsonbrothers.storefronts.site/p/MNXJW,,,,Château Morrisette,Wine,Flavored/Fruit,Fruit,,johnson brothers,Chateau Morrisette,United States,Alcohol,Wine,Flavored/Fruit,Fruit
The Black Dog,"On the nose this wine expresses notes of raspberry and pomegranate. On the palate this wine offers favors of raspberry, plum, and cherry. The Black dog is a medium bodied wine and has a remarkably smooth finish.",,1856749,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3162965/68fd95c62828f6c5630c6.png?1717658923,,https://johnsonbrothers.storefronts.site/p/RYF94,,,,Château Morrisette,Wine,Still,Red,,johnson brothers,Chateau Morrisette,United States,Alcohol,Wine,Still,Red
Goruli Mtsvane,"Colour is green to light yellow straw. The bouquet is rich with white and yellow plum fruit blended with citrus. Palate is softly fruity with alive & refreshing acidity. Excellent expressed vinosity, common to all Georgian wines, brings all the characteristics out to the full.",,1834401,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2791138/5f8cbaab5bab1e9aa9c5a.png?1696914221,,https://johnsonbrothers.storefronts.site/p/7WU8M,,,,Château Mukhrani,Wine,Still,White,,johnson brothers,Marussia Beverage USA,Georgia,Alcohol,Wine,Still,White
Saperavi,"Colour of opulent ruby. Bouquet of black mulberry, blackberry and cherry. Palate echoes with soft oak. Exuberant, yet velvety tannins are well balanced within the entire structure. The wine has excellent expressed vinosity.",,1852568,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2791116/6467cf27966fb09ab32e5.png?1696914200,,https://johnsonbrothers.storefronts.site/p/CW757,,,,Château Mukhrani,Wine,Still,Red,,johnson brothers,Marussia Beverage USA,Georgia,Alcohol,Wine,Still,Red
Saint-Émilion Grand Cru,"Ripe in flavor, remarkably supple and lithe, letting the seductive black currant, cherry, plum and coffee notes sail impressively into a long and satisfying finish. Great harmony, richness and finesse, with a core of currant. blackberry and wild berry fruit shaded by toasty, mocha-laced oak. Ripe and bold but exceptionally well-balanced, with a persistent finish. Very impressive.",,1072435,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2907675/04e78cb1a64fe06db6430.png?1703850117,,https://johnsonbrothers.storefronts.site/p/7LEL3,,,,Château Plaisance,Wine,Still,Red,,johnson brothers,"Kysela Pere et Fils, LTD",France,Alcohol,Wine,Still,Red
Bergerac Rosé,"Intense fragrance of strawberry and raspberry, vinous.",,1766364,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/257657/9102f4ba58f61071571e7.png?1529907390,,https://johnsonbrothers.storefronts.site/p/V5IMX,,,,Château Puy Servain,Wine,Still,Rosé,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Rosé
Bergerac Rouge,"Château Puy Servain from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1687007,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/38746/0e22480f83636a8a5fb0c.png?1509390915,,https://johnsonbrothers.storefronts.site/p/S2XTB,,,,Château Puy Servain,Wine,Still,Red,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Red
Montravel Blanc,"Château Puy Servain from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1831168,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/277279/a285cde42226ccb3941fd.png?1531147387,,https://johnsonbrothers.storefronts.site/p/YVH7K,,,,Château Puy Servain,Wine,Still,White,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,White
Périgord Merlot Puy 170,"Château Puy Servain from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1953375,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3173478/9e965263a8c43aebce46d.png?1718253838,,https://johnsonbrothers.storefronts.site/p/4JA12,,,,Château Puy Servain,Wine,Still,Red,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Red
Périgord Sauvignon Blanc Puy 170,"Château Puy Servain from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1781785,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2480299/88a4e2321f42f0c9f539c.png?1667968722,,https://johnsonbrothers.storefronts.site/p/FHO62,,,,Château Puy Servain,Wine,Still,White,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,White
Cabernet Sauvignon Bourbon Barrel Aged California,"Château Souverain from United States, provided by Gallo. Enjoy the unique taste and quality.",,1072014,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2344638/b49d8bd48234838e497b0.png?1655450757,,https://johnsonbrothers.storefronts.site/p/7228I,,,,Château Souverain,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Cabernet Sauvignon California,"Chateau Souverain Cabernet Sauvignon is deep ruby-purple in color and boasts vivid aromas of roasted vanilla, mocha and baking spices with elegant layers of blackberry and ripe cherry flavors. Balanced fruit, acidity and round tannins lead to a juicy, lingering finish.",,1402749,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3238053/7f3581318a0b2db1ee83a.png?1722333469,,https://johnsonbrothers.storefronts.site/p/BTXUL,,,,Château Souverain,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Chardonnay California,"Chateau Souverain Chardonnay has inviting aromas of roasted pears, lemon citrus and subtle baking spice with elegant layers of pineapple and crème brûlée flavors. This full-bodied Chardonnay offers a plush texture and balanced acidity with a long, flavorful finish.",,1219887,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3237970/5b97804cd9014311097f7.png?1722329082,,https://johnsonbrothers.storefronts.site/p/PJU4O,,,,Château Souverain,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Merlot California,"Chateau Souverain Merlot opens with dark red fruit aromas reminiscent of black cherry, plum, and fresh blueberries complemented by hints of brown spice and baking chocolate. This Merlot finishes with soft acidity and a fruit-driven balance that gives the wine a polished sense of elegance.",,1184792,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3237897/956609e5643be91f7ba3f.png?1722328845,,https://johnsonbrothers.storefronts.site/p/73AKB,,,,Château Souverain,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Pinot Grigio California,"Château Souverain from United States, provided by Gallo. Enjoy the unique taste and quality.",,1948662,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3237431/192806651ea3ff7f5fa9c.png?1722322982,,https://johnsonbrothers.storefronts.site/p/P2CZ6,,,,Château Souverain,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Pinot Noir California,Chateau Souverain Pinot Noir opens with dark red fruit aromas reminiscent of cherry and raspberry. Notes of fresh blueberries are complemented by hints of clove and vanilla. The wine finishes with cleansing acidity and a fruit-driven balance that gives the wine a polished sense of elegance.,,1829809,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3237412/d3d77ac3ec20e0ddc6ff1.png?1722322965,,https://johnsonbrothers.storefronts.site/p/P3EFX,,,,Château Souverain,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Sauvignon Blanc California,"Château Souverain from United States, provided by Gallo. Enjoy the unique taste and quality.",,1152205,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3237367/393c24619c47f749c03b2.png?1722322902,,https://johnsonbrothers.storefronts.site/p/DOO4W,,,,Château Souverain,Wine,Still,White,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,White
Sancerre Blanc,"A fine expression of 100% stainless steel fermented Sauvignon blanc, with crisp minerality and refreshing peach and citrus qualities, this is a result of the classic mixture of solis in our vineyards: flint, dry, limestone and pebbly limestone.",,1794112,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1126274/40c4d9f21f0a11a01195c.png?1616728573,,https://johnsonbrothers.storefronts.site/p/FUB4J,,,,Château de Sancerre,Wine,Still,White,,johnson brothers,Terlato Wines International,France,Alcohol,Wine,Still,White
Sancerre Rouge,"Château de Sancerre from France, provided by Terlato Wines International. Enjoy the unique taste and quality.",,1035454,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2077768/0b9884ef551c9cbc2dfa4.png?1634854174,,https://johnsonbrothers.storefronts.site/p/E1R08,,,,Château de Sancerre,Wine,Still,Red,,johnson brothers,Terlato Wines International,France,Alcohol,Wine,Still,Red
Costières de Nîmes,"On the palate, the blackberry characters are complemented with notes of black olives, “garrigue,” and a touch of spices. A very fresh finish: soft, fruity, with a subtle and delicate tannin structure.",,1419774,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3165936/6375520fdfdcebc7f5bf4.png?1717823329,,https://johnsonbrothers.storefronts.site/p/46VKS,,,,Château de Valcombe,Wine,Still,Red,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Red
Costières de Nîmes Blanc,"Eye: Light gold color.

Nose: Fresh and sweet lemon.

Palate: Ample wine, well balanced, with intense citrus and pear aromas, complemented by a touch of grapefruit and salinity. Elegant and fresh finish.",,1515854,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2284525/0ee3d0ec024dadcd0800b.png?1651812249,,https://johnsonbrothers.storefronts.site/p/OCVUA,,,,Château de Valcombe,Wine,Still,White,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,White
Costières de Nîmes Pastel Rosé,"Château de Valcombe from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1102308,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/284053/a6a0690f6fe5fca65d486.png?1531403478,,https://johnsonbrothers.storefronts.site/p/VW4LY,,,,Château de Valcombe,Wine,Still,Rosé,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Rosé
Lussac Saint-Émilion,"Château du Moulin Noir from France, provided by SAWM Imports. Enjoy the unique taste and quality.",,1647834,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2817452/631f12ad705a1dcae1834.png?1698654133,,https://johnsonbrothers.storefronts.site/p/35F3G,,,,Château du Moulin Noir,Wine,Still,Red,,johnson brothers,SAWM Imports,France,Alcohol,Wine,Still,Red
Apericena,"Bright, zesty orange with a zippy, bitter finish.",,1004766,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2969638/5ef092b436b5f881a0eea.png?1707309218,,https://johnsonbrothers.storefronts.site/p/UYT2I,,,,Ciao Bella,Wine,Flavored/Fruit,Specialty,,johnson brothers,Precept Brands,United States,Alcohol,Wine,Flavored/Fruit,Specialty
Delle Venezie Pinot Grigio,"The cinta Pinot Grigio has delicious fruit aromas of white peaches and pears with hints of mature chamomile. The palate is harmonious, elegant and refined with a fresh crisp acidity.",,1195248,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1653661/9033e983f5d39fc78d94f.png?1616734147,,https://johnsonbrothers.storefronts.site/p/CEZCU,,,,Cinta,Wine,Still,White,,johnson brothers,Tri Vin Imports,Italy,Alcohol,Wine,Still,White
Cabernet Sauvignon California,"Toasted oak and dark fruits introduce our Coastal Estates Cabernet Sauvignon. Straightforward and well-balanced, it expresses blackberry and black cherry in equal parts to the toasty, vanilla-oak spices. For all its “black” character, the fruit remains bright and fresh, joined by subtle toffee-coffee notes. Juicy and long, the palate is structured by ripe, easy tannins.",,1781422,12,750.0,,,,,,,https://johnsonbrothers.storefronts.site/p/SKDR7,,,,Coastal Estates,Wine,Still,Red,,johnson brothers,The Wine Group,United States,Alcohol,Wine,Still,Red
Jaspi Negre Montsant,"A wine with a clear identity and affability that will satisfy a wide range of palates. Full of ripe red fruit, balsamic notes, and baking spice. A powerful wine with smooth, but well-structured tannins.",,1433673,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3165939/b5949a7b7c090a232d84e.png?1717823398,,https://johnsonbrothers.storefronts.site/p/63UZM,,,,Coca i Fitó,Wine,Still,Red,,johnson brothers,SAWM Imports,Spain,Alcohol,Wine,Still,Red
Maragda Montsant,"Coca i Fitó from Spain, provided by SAWM Imports. Enjoy the unique taste and quality.",,1797489,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/3165938/cd41f8328b7929f30fe81.png?1717823387,,https://johnsonbrothers.storefronts.site/p/FBFC9,,,,Coca i Fitó,Wine,Still,Red,,johnson brothers,SAWM Imports,Spain,Alcohol,Wine,Still,Red
Vermut Xalar Vermouth,"Coca i Fitó from Spain, provided by SAWM Imports. Enjoy the unique taste and quality.",,1103527,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1992083/766840dcf3e8d59a81b85.png?1626415326,,https://johnsonbrothers.storefronts.site/p/BAHVL,,,,Coca i Fitó,Wine,Fortified,Vermouth,,johnson brothers,SAWM Imports,Spain,Alcohol,Wine,Fortified,Vermouth
Sant'Antimo Nearco,"Intense ruby red, with brilliant violet hues. The nose is ample and intense with delicate scents of currant, blackberry jam and tomato leaf complemented by hints of toasted aromas from the oak.  Excellent structure, ripe and persistent tannins. The classical toasted notes coming from the barrels lead to a sweet and balanced aftertaste.",,1401854,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2524384/7c977fc6664314f48c8b0.png?1673350871,,https://johnsonbrothers.storefronts.site/p/9N3VS,,,,Col D'Orcia,Wine,Still,Red,,johnson brothers,Palm Bay International,Italy,Alcohol,Wine,Still,Red
Toscana Spezieri,"The nose reveals hints of rich red fruit, cherry and black cherry followed by spicy notes. It is full and persistent with soft and ripe tannins, long and pleasantly fresh at the end. Spezieri is a young, fruity and easy-to drink wine for every day.",,1913983,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1902816/f55c48466d0207deb609c.png?1617108388,,https://johnsonbrothers.storefronts.site/p/2LA6C,,,,Col D'Orcia,Wine,Still,Red,,johnson brothers,Palm Bay International,Italy,Alcohol,Wine,Still,Red
Composition Red Blend Columbia Valley,"Rich and full-flavored with ripe red fruit characteristics and hints of spicy vanilla and nutmeg, this Composition is truly a work of art.",,1635401,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2355042/d479a48f245cd3d0bc97a.png?1655888532,,https://johnsonbrothers.storefronts.site/p/0KSQY,,,,Columbia Winery,Wine,Still,Red,,johnson brothers,Gallo,United States,Alcohol,Wine,Still,Red
Vinho Regional Lisboa Reserva Tinto,"This wine shows great diversity of complex aromas, such as red fruits and vanilla. Medium body in the mouth, it reveals again sensations of red fruit, harmoniously integrated with wood notes and fine tannins provided by ageing in 250 litres oak barriques. In the aftertaste, develops smooth and rich flavours, some acidity and complexity, overcoming ripe fruit, chocolate and wood notes. Its dryness and persistence, combined with its fine elegant tannins, put in evidence its great gastronomic and evolution potencial.",,1765471,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1568004/53f9f45d15a9c74303399.png?1616720870,,https://johnsonbrothers.storefronts.site/p/VUE6X,,,,Confidencial,Wine,Still,Red,,johnson brothers,Tri Vin Imports,Portugal,Alcohol,Wine,Still,Red
Vinho Regional Lisboa Rosé,"A rosé with a beautiful salmon colour and intense aromas of red fruits and flowers. In the palate it is elegant, balanced and reveals a great harmony between the fruit notes and the refreshing acidity. The finish is long and pleasant.",,1608219,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/1567248/9355ffd0466350cbe7da4.png?1616726945,,https://johnsonbrothers.storefronts.site/p/68OVY,,,,Confidencial,Wine,Still,Rosé,,johnson brothers,Tri Vin Imports,Portugal,Alcohol,Wine,Still,Rosé
Malbec Mendoza,"Conquista Malbec is bright and fruity with plum, spice and red fruit aromas. It is full-bodied with good acidity and layers of blackberries and blueberries, hints of mocha and spice on the lingering finish.",,1561790,12,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2354753/d711fd3939b3e2bd08186.png?1655887422,,https://johnsonbrothers.storefronts.site/p/JJBQX,,,,Conquista,Wine,Still,Red,,johnson brothers,Prestige Beverage Group,Argentina,Alcohol,Wine,Still,Red
Cabernet,"Contempo is defined as showing the latest style. Whereas the packaging will remain consistent over time, the style and varieties of the wines offered under the Contempo brand will continually adapt to the wandering palates of the youthful wine consumer by exploring everything from the traditional to the avant-garde.

Founded in 1961, in Curicó Valley. The winery currently holds vineyards in the following valleys: Curicó, Maipo, Colchagua, Maule. Currently, the winery holds more than 1,000 hectares.

The Central Valley of Chile boasts many well-known and important wine-growing regions in the country. The winery was founded in 1961, in Curico Valley. They also have holdings in Maipo , Colchagua, and Maule. There is a wide range of climate, soil, and terroir. Some vines could be up to 100 years old, producing anywhere from classic Bordeaux varietals and Syrah to classic whites like Chardonnay and Sauvignon Blanc.

Dark cherry on the nose, black currant, and cedar on the palate, with well-structured tannins and a balanced finish.

Enjoy with rich, grilled meats, tomato-based pasta sauces, peppers, and onions, or hearty, beef stew or chili.",,1722980,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2236952/3849fa760a223de019196.png?1648523272,,https://johnsonbrothers.storefronts.site/p/0K8RZ,,,,Contempo,Wine,Still,Red,,johnson brothers,Executive Beverage,Chile,Alcohol,Wine,Still,Red
Chardonnay Valle del Colchagua,"Contempo is defined as showing the latest style and from its inception, was created to appeal to the wandering palate of a youthful wine consumer.

These specially selected grapes are machine harvested at night, while still cold, to preserve fresh fruit flavors. After the crush, the grapes are macerated at 8-10°C for 4-6 hours to enhance varietal aromas. The must is clarified by natural sedimentation at 10-12 °C. After this, the must is pumped to a fermentation tank and a selection of yeast is added, keeping the temperature controlled at 14-18 °C for about 21 days.

A soft, fruity Chardonnay with aromas of citrus, peaches, pear, and pineapples. Slightly creamy and buttery on the palate with a refreshing, clean finish.

Enjoy with grilled fish, scallops, steamed shellfish, lightly sauced pasta, creamy vegetable soups, or cheese platters.",,1063278,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2236954/40f20a85a95b61fe20415.png?1648524109,,https://johnsonbrothers.storefronts.site/p/HNY5K,,,,Contempo,Wine,Still,White,,johnson brothers,Executive Beverage,Chile,Alcohol,Wine,Still,White
Delle Venezie Pinot Grigio,"Contempo is defined as showing the latest style and from its inception, was created to appeal to the wandering palate of a youthful wine consumer. True to its legacy, the new Contempo varietals again shift to accommodate brilliant new offerings from Italy and Chile - with the packaging taking on a bold, new color palette to uniquely parallel the exceptional drinking experience.

Contempo Pinot Grigio wine is crafted from grapes grown in the northern part of Italy. The delle Venezie region has perfect weather conditions, the right altitude, and the ideal day/night temperature balance for growing grapes. These conditions also provide the wine with the balance between freshness and acidity and pleasant fruity aromas.

With a straw-yellow color, this Pinot Grigio has a clean intense aroma and a bone-dry taste. Green fruits hit the palate nicely. This wine is pleasant and persistent.

Enjoy with seafood, salads, pasta dishes, shellfish, white meats, boiled or grilled fish. Perfect as an aperitif.

Family Owned Winery
Certified Vegan

Tastings.com – Highly Recommended,Best Buy, Silver Medal",,1583266,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2641447/b5fd90beeea8477e9088f.png?1685543193,,https://johnsonbrothers.storefronts.site/p/841K9,,,,Contempo,Wine,Still,White,,johnson brothers,Executive Beverage,Italy,Alcohol,Wine,Still,White
Dry Rosé Valle del Cachapoal,"Contempo is defined as showing the latest style and from its inception, was created to appeal to the wandering palate of a youthful wine consumer.

The grapes are carefully selected and harvested in the early hours of the morning; while the temperature is still low in the vineyards, to preserve the fresh fruit flavors and aromas. The grapes are skin macerated at reduced temperatures, for 4 to 6 hours, to obtain the desired color, then the juice is fermented with selected yeast at a controlled temperature of around 14°C, to keep the fresh flavors and fresh fruit aromas, characteristic of this wine.

Very bright pale pink with cherry highlights. A nice fruit-forward wine, with notes of forest and red fruits, with attractive aromas of strawberry and hints of cherries, raspberries, and rose petals on the nose. Soft ripe strawberries with hints of red apple and fresh oriental pears. Refreshing acidity, juicy in the mouth, and with an elegant finish.

As an aperitif or accompanying an entrée. Excellent in combination with lean fish or poultry. A delicious and versatile wine, perfect for cookouts, it is also great to pair with summer salads with sautéed vegetables.
",,1988894,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2236957/c84e9fbf3e9842f225871.png?1648524576,,https://johnsonbrothers.storefronts.site/p/M43PX,,,,Contempo,Wine,Still,Rosé,,johnson brothers,Executive Beverage,Chile,Alcohol,Wine,Still,Rosé
Inferno,"Contempo is defined as showing the latest style and from its inception, was created to appeal to the wandering palate of a youthful wine consumer.

The Central Valley of Chile boasts many well-known and important wine-growing regions in the country. The winery was founded in 1961, in Curico Valley. They also have holdings in Maipo, Colchagua, and Maule. There is a wide range of climate, soil, and terroir. Some vines could be up to 100 years old, producing anywhere from classic Bordeaux varietals and Syrah, to classic whites like Chardonnay and Sauvignon Blanc.

Black cherry, plum, and spice on the nose, with a round, earthy palate, light tannins, and a smoky finish.

Barbecued pork shoulder, rich red or brown sauces, grilled veggies or charcuterie, and cheese.",,1184018,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2560047/5a8868d42efb05fbf885a.png?1677605162,,https://johnsonbrothers.storefronts.site/p/5GT1H,,,,Contempo,Wine,Still,Red,,johnson brothers,Executive Beverage,Chile,Alcohol,Wine,Still,Red
Malbec,"Contempo is defined as showing the latest style and from its inception, was created to appeal to the wandering palate of a youthful wine consumer.

The Central Valley of Chile boasts many well-known and important wine-growing regions in the country. The winery was founded in 1961, in Curico Valley. They also have holdings in Maipo, Colchagua, and Maule. There is a wide range of climate, soil, and terroir. Some vines could be up to 100 years old, producing anywhere from classic Bordeaux varietals and Syrah to classic whites like Chardonnay and Sauvignon Blanc.

Plum, black currant, and a hint of smoke on the nose, with a ripe, red fruit palate and a round, full-bodied finish.

Enjoy with leaner meats including roasted pork or dark-meat turkey, herbed mushrooms, or gorgonzola cheese.",,1595027,6,750.0,,,,,https://s3.amazonaws.com/media.sevenfifty.com/product-images/large/2236962/a2aa06775dc13f5e6106c.png?1648525319,,https://johnsonbrothers.storefronts.site/p/N2KAG,,,,Contempo,Wine,Still,Red,,johnson brothers,Executive Beverage,Chile,Alcohol,Wine,Still,Red
