"sku","pack","size","gtin","name","retail_price","content_url","image_url","brand","level 1","level 2","level 3","manufacturer_name","distributor_name","unitPrice","extra_data"
7240037,12,"5 OZ","","",32.01,"https://shop.sysco.com/app/product-details/opco/059/product/7240037?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=4f9c3279cbfde3b7115fb7042a7dea77c8ad70d2","STAR ANISE FOODS","Frozen Foods","","","","Sysco Shop","","{""description"":""RICE WHITE SPRING ROLL WRAPPER"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":4.25,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":6.6,""width"":7,""height"":7,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7304311,12,"6.3OZ","","",37.79,"https://shop.sysco.com/app/product-details/opco/059/product/7304311?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=11ff5277773e1b4754290af6190eaea51d5574fa","NEAR EAST","Frozen Foods","","","","Sysco Shop","","{""description"":""Our simple yet flavorful rice pilaf provides a creative inspiration for any meal."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Entrées"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":6.02,""totalShelfLife"":360,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":360,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":8.125,""width"":7.063,""height"":7,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
1463621,8,"14 OZ","","",67.25,"https://shop.sysco.com/app/product-details/opco/059/product/1463621?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=4e775703e91d9649b61ca1b9584d43d260079a0d","FRONTIER SOUPS","Frozen Foods","","","","Sysco Shop","","{""description"":""A SATISFYING OLD-FASHION BEEFBARLEY BEAN SOUP MIX , JUST AD BEEF BROTH AND STEWMEAT FOR THIS RICH A ND ROBUST DINNER."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Entrées"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":8.5,""totalShelfLife"":99,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":99,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":9.25,""width"":7.25,""height"":7.25,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7236176,1,"100 CT","","",63.99,"https://shop.sysco.com/app/product-details/opco/059/product/7236176?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=ca36a0b6a0d0ab018314014bb72020b2ebe727b2","ST MICHEL WAFERS","Frozen Foods","","","","Sysco Shop","","{""description"":""Enjoy the complex and exotic blend of an Indian curry: light spices combined with the fruitiness of pineapple and coconut, a perfect treats for your breakfast buffet, afternoon tea or passed canapes."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":3.3,""totalShelfLife"":480,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":480,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":11.22,""width"":5.98,""height"":8.9,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7283800,5,"2.2 LB","","",133.69,"https://shop.sysco.com/app/product-details/opco/059/product/7283800?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=3429dbf02a9efcc4c4efaf96f7e89c6eaf2a33b5","CGM","Frozen Foods","","","","Sysco Shop","","{""description"":""Tasty and soft cubes of Pecorino cheese, covered with a crunchy breading and frozen, are fried in a few minutes. Excellent buffets and aperitifs, they can also be enjoyed in combination with jams that will enhance the flavor."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":11.8,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":7.5,""width"":11.4,""height"":10.6,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7297460,4,"50 CT","","",234.99,"https://shop.sysco.com/app/product-details/opco/059/product/7297460?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=98f24242376e3907f1f234f4107063eb5a2bd9a7","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""Ground chicken paired with onions, peas, carrots, and eggs seasoned with garlic, sesame oil and oyster sauce in a crispy potsticker wrapper."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":12.2,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":14,""width"":9.5,""height"":8.625,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7207081,5,"40 CT","","",259.95,"https://shop.sysco.com/app/product-details/opco/059/product/7207081?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=b9f90c86f0fcc4f1b98d7204dc3e8641e97d668d","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""ANTIPASTO SKEWER"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":10.5,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16.5,""width"":9.5,""height"":10,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7270976,1,"200 CT","","",326.35,"https://shop.sysco.com/app/product-details/opco/059/product/7270976?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=32eea7d140455cb8643690503a3255881bc2ad83","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""Tender pieces of premium beef are the stars of this delicious satay hors d oeuvre on 6 bamboo skewers."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":14.75,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16.5,""width"":9.5,""height"":10,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7175440,20,"3.53OZ","","",66.95,"https://shop.sysco.com/app/product-details/opco/059/product/7175440?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=3cc05d2778067dc80246857528601b5c31cc889e","TRAITEUR DE PARIS","Frozen Foods","","","","Sysco Shop","","{""description"":""POTATO GRATIN W TRUFFLE"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Entrées"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":4.77,""totalShelfLife"":638,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":638,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":15.35,""width"":11.65,""height"":2.44,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Specialty Potatoes"",""level 3 category"":null}"
7245155,8,"16.2OZ","","",173.99,"https://shop.sysco.com/app/product-details/opco/059/product/7245155?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=cf1dad3665628e2844cc1d8c90ef134385f70671","BUSSETO","Frozen Foods","","","","Sysco Shop","","{""description"":""Enjoy the California lifestyle with Busseto Foods Build Your Own Charcuterie board, which includes ten premium products: perfectly dry-cured salami, Spanish-style dry chorizo, ten-month aged prosciutto, artisan-style asiago & provolone cheese, imported Greek olives, Valley Lahvosh crackers, decadent milk chocolate almonds, and Mike s Hot Honey to drizzle with pleasure. Enjoy the life with family and friends!"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Entrées"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":11.86,""totalShelfLife"":150,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":150,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":12,""width"":12,""height"":12,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
1228733,12,"17.5 Z","","",35.75,"https://shop.sysco.com/app/product-details/opco/059/product/1228733?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=14a306e21a364eaeb25f0edfa9df1c6c059b0169","CUCINA VIVA","Frozen Foods","","","","Sysco Shop","","{""description"":""PASTA GNOCCHI CHS"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Entrées"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":14.75,""totalShelfLife"":99,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":99,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":15.6,""width"":6.4,""height"":8.1,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Pasta"",""level 3 category"":null}"
7283802,5,"2.2 LB","","",92.95,"https://shop.sysco.com/app/product-details/opco/059/product/7283802?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=19e0a1f9925764a0a0ca8c2aa02d21973358e206","CGM","Frozen Foods","","","","Sysco Shop","","{""description"":""OLIVE STUFFED W/HOT PEPPERS"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":11.8,""totalShelfLife"":540,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":540,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":7.5,""width"":11.4,""height"":10.6,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
1703665,12,"6 OZ","","",36.25,"https://shop.sysco.com/app/product-details/opco/059/product/1703665?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=16a7f260f2d88b5d99203547542a5f79c50f9637","ANNIE'S DRESSINGS","Frozen Foods","","","","Sysco Shop","","{""description"":""Annie's traditional macaroni and cheese is a convenient and tasty kit that consists of organic pasta and a powdered 1% real white cheddar cheese packet. Prepare on stovetop, just add milk and ready in one minutes\n\n• Bulk packaged in 12 - six ounce packages\n• Six ounce packages\n• 2.5 servings per package\n• White cheddar\n• Pasta shells\n• Made with goodness using only real ingredients such as organic wheat and 100% real cheese.  No artificial flavors, synthetic colors, or preservatives\n• Boil six cups water in a medium saucepan. Stir in pasta, bring to boil again. Cook seven to nine minutes or until done, stirring occasionally. Drain pasta in colander. Return pasta to saucepan. Add cheese sauce and stir to mix\n• Dry storage\n• Keep dry\n• Microwavable\n• Case dimensions 10.750\"" L x 5.810\"" W x 7.120\"" H"",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Entrées"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":""Annie's traditional macaroni and cheese is a convenient and tasty kit that consists of organic pasta and a powdered 1% real white cheddar cheese packet. Prepare on stovetop, just add milk and ready in one minutes"",""packagingInformation"":""• Bulk packaged in 12 - six ounce packages"",""sizeAndShapeOfProduct"":""• Six ounce packages"",""yieldOrServingSize"":""• 2.5 servings per package"",""qualityAndFormat"":""• White cheddar\n• Pasta shells\n• Made with goodness using only real ingredients such as organic wheat and 100% real cheese.  No artificial flavors, synthetic colors, or preservatives"",""prepCookingInstructions"":""• Boil six cups water in a medium saucepan. Stir in pasta, bring to boil again. Cook seven to nine minutes or until done, stirring occasionally. Drain pasta in colander. Return pasta to saucepan. Add cheese sauce and stir to mix"",""storageAndUsage"":""• Dry storage"",""handlingInstructions"":""• Keep dry\n• Microwavable"",""additionalProductInformation"":""• Case dimensions 10.750\"" L x 5.810\"" W x 7.120\"" H"",""grossWeight"":5.64,""totalShelfLife"":558,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":558,""generalDescription"":null,""prepAndCookingInstructions"":""Boil = 1 - BOIL 6 cups water in a medium saucepan. 2 - Stir in PASTA and cook 8-10 minutes or until done, stirring occasionally. 3 - Drain pasta in COLANDER. While pasta is draining... 4 - Add 3 Tbsp low fat MILK to the warm saucepan. Richer flavor: add 2 Tbsp unsalted butter. 5 - SPRINKLE cheese over milk; stir to combine. 6 - Add cooked pasta and STIR well."",""servingSuggestions"":""Perfect on its own or paired with yummy mix-ins such as your favorite veggie!"",""length"":10.75,""width"":5.81,""height"":7.12,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7297461,4,"50 CT","","",313.25,"https://shop.sysco.com/app/product-details/opco/059/product/7297461?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=35571fc0f78b3ff122701872d8b73dd30a561a3b","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""Juicy chunks of beef combined with red wine reduction & mushroom duxelle a traditional Wellington hors d oeuvre."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":13.1,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16.5,""width"":9.5,""height"":5,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7245072,5,"40 CT","","",281.45,"https://shop.sysco.com/app/product-details/opco/059/product/7245072?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=3d1bb39593406c39cb3a169fa6fd2898118f4dfa","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""Buttermilk fried chicken glazed with spicy cayenne chili oil paired with a cool dill pickle crema."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":8.7,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":14,""width"":9.5,""height"":8.625,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Appetizers"",""level 3 category"":null}"
7274252,16,"3.17Z","","",71.45,"https://shop.sysco.com/app/product-details/opco/059/product/7274252?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=001657403d3e42864a056eed05734f36d26fa501","TRAITEUR DE PARIS","Frozen Foods","","","","Sysco Shop","","{""description"":""A pleasant mixture of textures, made up of a crumble base topped with a caramel creme and a light cream which is also flavored with caramel, On top of all this is a crumble decoration."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Ice Cream"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":3.68,""totalShelfLife"":425,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":425,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":15.35,""width"":11.65,""height"":2.44,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":null,""level 3 category"":null}"
7297426,12,"8.8 OZ","","",50.84,"https://shop.sysco.com/app/product-details/opco/059/product/7297426?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=bf57e959dd32510b62fdfc3e6b8eb73248983b84","IL PANE DI VILLA","Frozen Foods","","","","Sysco Shop","","{""description"":""Crispy outside, light and airy inside round Pinsa Crust, perfect to be topped with Fresh Tomato, Mozzarella and Basil."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Pizza"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":7.7,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":23.62,""width"":10.43,""height"":11.81,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Pizza"",""level 3 category"":null}"
7245503,4,"50 CT","","",322.95,"https://shop.sysco.com/app/product-details/opco/059/product/7245503?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=b12c626ea9d64f7e52e2a4d0e7903edcd7104717","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""Succulent scallops wrapped in bacon and accented with a bit of parmesan cheese for added texture and flavor."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":13.5,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16.5,""width"":9.5,""height"":5,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Appetizers"",""level 3 category"":null}"
7305299,2,"100 CT","","",198.25,"https://shop.sysco.com/app/product-details/opco/059/product/7305299?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=c60213995b9b8cd65334019486de7bb599999221","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""Juicy chicken and a variety of colorful vegetables including carrots, peas, onions, cabbage and glass noodles all traditionally seasoned and hand-wrapped in our authentic spring roll skin."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":10.3,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16.5,""width"":9.5,""height"":5,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Appetizers"",""level 3 category"":null}"
7240993,8,"4.76OZ","","",48.69,"https://shop.sysco.com/app/product-details/opco/059/product/7240993?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=8ec7e9a838819bfcf7c1ca618516e06a602e89c4","TSAR NICOULAI CAVIAR","Frozen Foods","","","","Sysco Shop","","{""description"":""Perfect for Caviar and Hors D Oeuvres. Baked in California, 16 Ready to Eat Blinis."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Frozen Breakfast"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":3,""totalShelfLife"":730,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":730,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":11,""width"":5.5,""height"":6.5,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Frozen Breakfast"",""level 3 category"":null}"
7303443,4,"50 CT","","",342.75,"https://shop.sysco.com/app/product-details/opco/059/product/7303443?seller_id=USBL","https://mediacdn.sysco.com/images/rendition?id=69f1ea5e6517647c82caa58ad24f2d684f3ab0e9","VAN LANG","Frozen Foods","","","","Sysco Shop","","{""description"":""The classic hors d oeuvre goes vegan! Black Sheep Farms plant-based protein combined with red wine reduction & mushroom duxelle hand folded in flakey vegan puff pastry."",""product_variants"":null,""is_catch_weight"":null,""average_case_weight"":null,""manufacturer_sku"":null,""ordering_unit"":null,""is_broken_case"":null,""avg_case_weight"":null,""category"":""Frozen Foods"",""sub-category"":""Appetizers"",""product-category-style"":null,""supplier_name"":null,""country_of_origin"":null,""productDescriptor"":null,""packagingInformation"":null,""sizeAndShapeOfProduct"":null,""yieldOrServingSize"":null,""qualityAndFormat"":null,""prepCookingInstructions"":null,""storageAndUsage"":null,""handlingInstructions"":null,""additionalProductInformation"":null,""grossWeight"":11,""totalShelfLife"":365,""serving"":""Multi-Serve Each"",""totalShelfLife.1"":365,""generalDescription"":null,""prepAndCookingInstructions"":null,""servingSuggestions"":null,""length"":16.5,""width"":9.5,""height"":5,""group"":""Food"",""Level 1 category"":""Frozen Foods"",""level 2 category"":""Appetizers"",""level 3 category"":null}"
