"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"LIDS SOUFFLE 1 OZ 25/100 CT +","4092E","1 CASE +","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lids-souffle-1-oz-25-100-ct/","N/A","","","","","","Badger Murphy","",""
,"LIDS SOUFFLE 2 OZ 20/125 CT","4092F","1 CASE","2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lids-souffle-2-oz-20-125-ct/","N/A","","","","","","Badger Murphy","",""
,"LIDS SOUFFLE 4 OZ 20/125 CT","4083","1 CASE","4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lids-souffle-4-oz-20-125-ct/","N/A","","","","","","Badger Murphy","",""
,"LIME FLAVOR *","0426","1 GAL *","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/lime-flavor/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"LIMES 10 CT","4520A","1 BAG","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/limes-10-ct/","N/A","","","","","","Badger Murphy","",""
,"LIMES 10 LB","4520","1 CASE","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/limes-10-lb/","N/A","","","","","","Badger Murphy","",""
,"LIMES 150 CT 40 LB","4520B","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/limes-150-ct-40-lb/","N/A","","","","","","Badger Murphy","",""
,"LIMONCELLO FLUTE 8 CT *","841607","1 CASE *","8 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/limoncello-flute-8-ct/","BINDI","","","","","","Badger Murphy","",""
,"LINGONBERRIES IN SAUCE 2/5 KILO","4209","1 CASE","5 KG","",,"","","","","CASE","","https://www.badgermurphy.com/product/lingonberries-in-sauce-2-5-kilo/","ROLAND","","","","","","Badger Murphy","",""
,"LINK 1 0Z 10 LB *","794445","10 LB. *","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/link-1-0z-10-lb/","PEER","","","","","","Badger Murphy","",""
,"LINKS 1 OZ 6 LB SPECIAL RECIPE","6514","1 CASE","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-1-oz-6-lb-special-recipe/","SPECIAL RECIPE","","","","","","Badger Murphy","",""
,"LINKS 1 OZ 10 LB","6110","10 LB.","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-1-oz-10-lb/","DETROIT","","","","","","Badger Murphy","",""
,"LINKS 1 OZ 10 LB +","6114","10 LB. +","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-1-oz-10-lb-2/","N/A","","","","","","Badger Murphy","",""
,"LINKS 1 OZ SKIN-ON 10 LB HILTON +","6117","10 LB. +","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-1-oz-skin-on-10-lb-hilton/","HILTON","","","","","","Badger Murphy","",""
,"LINKS 1 OZ SPICY 10 LB +","6113","10 LB. *","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-1-oz-spicy-10-lb/","DETROIT","","","","","","Badger Murphy","",""
,"LINKS 2 OZ","6111","10 LB.","2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-2-oz/","DETROIT","","","","","","Badger Murphy","",""
,"LINKS 2 OZ 1 LB *","794446","10 LB. *","2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-2-oz-1-lb/","PEER","","","","","","Badger Murphy","",""
,"LINKS CHICKEN APPLE MAPLE SAGE LAMB CASING 1 OZ 8 LB AVG","6174","10 LB.","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/links-chicken-apple-maple-sage-lamb-casing-1-oz-8-lb-avg/","AMYLU","","","","","","Badger Murphy","",""
,"LIQUA GEL BUCKEYE BROWN","0643","1 JAR","10.5 OZ.","",,"","","","","JAR","","https://www.badgermurphy.com/product/liqua-gel-buckeye-brown/","CHEFMASTER","","","","","","Badger Murphy","",""
,"LIQUA GEL SKY BLUE 10.5 OZ *","0646","1 JAR *","10.5 OZ.","",,"","","","","JAR","","https://www.badgermurphy.com/product/liqua-gel-sky-blue-10-5-oz/","CHEFMASTER","","","","","","Badger Murphy","",""
,"LIQUID SMOKE HICKORY FLAVOR 4/1 GAL *","9069","1 CASE *","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/liquid-smoke-hickory-flavor-4-1-gal/","WRIGHTS","","","","","","Badger Murphy","",""
,"LITE CREAM 18% 12/1 QT *","0702B","1 CASE *","1 QT.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lite-cream-18-12-1-qt/","HOOD","","","","","","Badger Murphy","",""
,"LIVER SAUSAGE 4/3 LB TUBES *","6105","14 LB. *","3 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/liver-sausage-4-3-lb-tubes/","USINGER","","","","","","Badger Murphy","",""
,"LOBSTER SENSATIONS 6/2 LB *","763189","1 CASE *","2 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/lobster-sensations-6-2-lb/","KING & PRINCE","","","","","","Badger Murphy","",""
,"LUNCHABLE CHICKEN NUGGET CAPRI SUN 8/9.8 OZ *","8551","1 CASE *","9.9 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-chicken-nugget-capri-sun-8-9-8-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE HAM AMERICAN CAPRI SUN 8/9.1 OZ *","8549","1 CASE *","9.1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-ham-american-capri-sun-8-9-1-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE HAM AMERICAN CRACKERS 16/3.4 OZ *","8547","1 CASE *","3.4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-ham-american-crackers-16-3-4-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE HAM CHEDDAR CRACKERS 16/3.2 OZ *","8545","1 CASE *","3.2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-ham-cheddar-crackers-16-3-2-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE NACHOS CAPRI SUN 8/10.7 OZ *","8553","1 CASE *","10.7 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-nachos-capri-sun-8-10-7-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE PIZZA CHEESE CAPRI SUN 8/10.6 OZ *","8552","1 CASE *","10.6 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-pizza-cheese-capri-sun-8-10-6-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE PIZZA EXTRA CHEESE 16/4.2 OZ *","8555","1 CASE *","4.2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-pizza-extra-cheese-16-4-2-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE TURKEY & CHEDDAR 8/.575 LB *","8540","1 CASE *",".575 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-turkey-cheddar-8-575-lb/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE TURKEY & HAM WITH OREO 16/3.4 OZ *","8542","1 CASE *","3.4 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-turkey-ham-with-oreo-16-3-4-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LUNCHABLE TURKEY CHEDDAR CRACKERS 16/3.2 OZ","8554","1 CASE *","3.2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/lunchable-turkey-cheddar-crackers-16-3-2-oz/","LUNCHABLES","","","","","","Badger Murphy","",""
,"LYCHEE PUREE 30 OZ","840411","1 TUB","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/lychee-puree-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"MACADAMIA HALVES RAW 25 LB *","0473","1 CASE *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/macadamia-halves-raw-25-lb/","N/A","","","","","","Badger Murphy","",""
,"MACARONI & CHEESE 4/4.5 LB *","6222","1 CASE *","4.5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/macaroni-cheese-4-4-5-lb/","CAMPBELLS","","","","","","Badger Murphy","",""
,"MACHINE BAR GLASS LIQUID 4/1 GAL LAZER","3113","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-bar-glass-liquid-4-1-gal-lazer/","TMS","","","","","","Badger Murphy","",""
,"MACHINE DELIMER DESCALER 4/1 GAL ELIMINATE II","3307","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-delimer-descaler-4-1-gal-eliminate-ii/","TMS","","","","","","Badger Murphy","",""
,"MACHINE DETERGENT LIQUID HIGH TEMPERATURE 5 GAL LAZER","3116","1 PAIL","5 GAL.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/machine-detergent-liquid-high-temperature-5-gal-lazer/","TMS-RED","","","","","","Badger Murphy","",""
,"MACHINE DETERGENT LIQUID LOW TEMPERATURE 5 GAL ALL PRO","3114","1 PAIL","5 GAL.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/machine-detergent-liquid-low-temperature-5-gal-all-pro/","TMS-RED","","","","","","Badger Murphy","",""
,"MACHINE DETERGENT SOLID 4/8 LB PRO FORCE","3118","1 CASE","8 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-detergent-solid-4-8-lb-pro-force/","TMS","","","","","","Badger Murphy","",""
,"MACHINE POWDER HEAVY DUTY ENCAPSULATED 4/8 LB PRO POWER +","3108","1 CASE +","8 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-powder-heavy-duty-encapsulated-4-8-lb-pro-power/","PRO POWER","","","","","","Badger Murphy","",""
,"MACHINE RINSE ADDITIVE 4/1 GAL ELITE","3201","1 CASE","GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-rinse-additive-4-1-gal-elite/","TMS","","","","","","Badger Murphy","",""
,"MACHINE RINSE ADDITIVE HI TEMPERATURE HI SOLIDS 4/1 G ELITE","3206","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-rinse-additive-hi-temperature-hi-solids-4-1-g-elite/","TMS","","","","","","Badger Murphy","",""
,"MACHINE RINSE ADDITIVE HIGH TEMPERATURE 5 GAL ELITE","3202","1 PAIL","5 GAL.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/machine-rinse-additive-high-temperature-5-gal-elite/","TMS-BLUE","","","","","","Badger Murphy","",""
,"MACHINE RINSE ADDITIVE LOW TEMPERATURE 4/1 GAL PRO DRY *","3203","1 CASE *","1 GALLON","",,"","","","","CASE","","https://www.badgermurphy.com/product/machine-rinse-additive-low-temperature-4-1-gal-pro-dry/","PRO DRY","","","","","","Badger Murphy","",""
,"MACHINE RINSE ADDITIVE LOW TEMPERATURE 5 GAL PRO DRY","3204","1 PAIL","5 GAL.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/machine-rinse-additive-low-temperature-5-gal-pro-dry/","PRO DRY","","","","","","Badger Murphy","",""
,"MAGGI SEASONING 6/27 OZ +","9029","1 CASE +","27 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/maggi-seasoning-6-27-oz/","NESTLE","","","","","","Badger Murphy","",""
,"MALT DRY 50 LB","0341F","50 LB.","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/malt-dry-50-lb/","QIC","","","","","","Badger Murphy","",""
,"MALT LIQUID BAKERS SYRUP 60 LB +","0341H","1 PAIL +","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/malt-liquid-bakers-syrup-60-lb/","N/A","","","","","","Badger Murphy","",""
,"MANCHEGO 12 MONTH AGED 6 LB AVG *","350380","6 LB. *","6 LB","",,"","","","","EACH","","https://www.badgermurphy.com/product/manchego-12-month-aged-6-lb-avg/","SPANISH","","","","","","Badger Murphy","",""
,"MANDARIN ORANGE WHOLE SEGMENT IN WATER 24/14 OZ","4208","1 CASE","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mandarin-orange-whole-segment-in-water-24-14-oz/","N/A","","","","","","Badger Murphy","",""
,"MANDARIN ORANGE WHOLE SEGMENTS IN LITE SYRUP 6/#10","9050","1 CASE","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/mandarin-orange-whole-segments-in-lite-syrup-6-10/","SUNFIELD","","","","","","Badger Murphy","",""
,"MANDARIN TANGERINE PUREE 30 OZ *","840423","30 OZ *","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/mandarin-tangerine-puree-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"MANGO CHUNKS IQF 30 LB","0621","30 LB","3/4 IN SQ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mango-chunks-iqf-30-lb/","N/A","","","","","","Badger Murphy","",""
,"MANGO EMULSION *","0422","1 GAL. *","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/mango-emulsion/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"MANGO PUREE 30 OZ","840412","1 TUB","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/mango-puree-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"MANGOS 8-9 CT","4562","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/mangos-8-9-ct/","N/A","","","","","","Badger Murphy","",""
,"MAPLE EXTRACT IMITATION 6/.5 QT +","0436","1 CASE +",".5 QT","",,"","","","","CASE","","https://www.badgermurphy.com/product/maple-extract-imitation-6-5-qt/","MCCORMICK","","","","","","Badger Murphy","",""
,"MARG MEX AZUL /BL DANISH 10/2.2 LB","5383","1 CASE","2.2 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/marg-mex-azul-bl-danish-10-2-2-lb/","GLM","","","","","","Badger Murphy","",""
,"MARGARINE 30 LB PUFF FLAKE","1004","30 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-30-lb-puff-flake/","ALLFRESH","","","","","","Badger Murphy","",""
,"MARGARINE 6/5 LB DANISH ALL BLEND","1001","30 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-6-5-lb-danish-all-blend/","ALLFRESH","","","","","","Badger Murphy","",""
,"MARGARINE CUBE BAKERS 50 LB BUCKEYE FLEX","1007","1 CUBE","N/A","",,"","","","","CUBE","","https://www.badgermurphy.com/product/margarine-cube-bakers-50-lb-buckeye-flex/","BUCKEYE FLEX","","","","","","Badger Murphy","",""
,"MARGARINE CUBE BAKERS NH 500 50 LB","1060","1 CUBE","N/A","",,"","","","","CUBE","","https://www.badgermurphy.com/product/margarine-cube-bakers-nh-500-50-lb/","BUNGE","","","","","","Badger Murphy","",""
,"MARGARINE CUBE NATURAL 50 LB *","1012","50 LB. *","N/A","",,"","","","","CUBE","","https://www.badgermurphy.com/product/margarine-cube-natural-50-lb/","VENTURA","","","","","","Badger Murphy","",""
,"MARGARINE CUPS 432/10 GM COUNTRY CROCK CHURN *","1022C","1 CASE *","10 GRM","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-cups-432-10-gm-country-crock-churn/","COUNTRY CROCK","","","","","","Badger Murphy","",""
,"MARGARINE CUPS 600/5 GR 6.6 LB PROMISE","1022B","1 CASE","5 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-cups-600-5-gr-6-6-lb-promise/","PROMISE","","","","","","Badger Murphy","",""
,"MARGARINE CUPS 900/5 GR 10 LB COUNTRY CROCK","1022A","1 CASE","5 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-cups-900-5-gr-10-lb-country-crock/","COUNTRY CROCK","","","","","","Badger Murphy","",""
,"MARGARINE MEXICAN MORADA (PURPLE) 10/2.2 LB BISCUIT","5382","1 CASE","2.2 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-mexican-morada-purple-10-2-2-lb-biscuit/","GLM","","","","","","Badger Murphy","",""
,"MARGARINE MEXICAN ROJO (RED) 10/2.2 PUFF PASTRY","5384","1 CASE","2.2 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-mexican-rojo-red-10-2-2-puff-pastry/","GLM","","","","","","Badger Murphy","",""
,"MARGARINE QUARTERS 30/1 LB +","1032D","1 CASE +","1/4S","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-quarters-30-1-lb/","DEW FRESH","","","","","","Badger Murphy","",""
,"MARGARINE REDDIES 90 CUT","1010","12 LB.","90 CUT","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-reddies-90-cut/","GOLD N SWEET","","","","","","Badger Murphy","",""
,"MARGARINE SOLIDS UNSALTED 30/1 LB","1005A","30 LB.","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-solids-unsalted-30-1-lb/","GOLD N SWEET","","","","","","Badger Murphy","",""
,"MARGARINE SOLIDS VEGETABLE 30/1 LB","1005","30 LB.","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-solids-vegetable-30-1-lb/","GOLD-N-SWEET","","","","","","Badger Murphy","",""
,"MARGARINE WHIPPED 6/4 LB +","1008","1 CASE +","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/margarine-whipped-6-4-lb/","GOLD N SWEET","","","","","","Badger Murphy","",""
,"MARJORAM WHOLE 1 LB","4309","1 JAR","N/A","",,"","","","","JAR","","https://www.badgermurphy.com/product/marjoram-whole-1-lb/","N/A","","","","","","Badger Murphy","",""
,"MARSHMALLOW MINI WHITE 12/1 LB *","9444","1 CASE *","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/marshmallow-mini-white-12-1-lb/","CLOWN GLOBAL BRANDS","","","","","","Badger Murphy","",""
,"MASCARPONE 5 LB TUB","1703","5 LB.","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mascarpone-5-lb-tub/","COCINA ANDOLINA","","","","","","Badger Murphy","",""
,"MASCARPONE 8/17.5 OZ","1702","1 CASE","1 POUND","",,"","","","","CASE","","https://www.badgermurphy.com/product/mascarpone-8-17-5-oz/","CUCINA ANDOLINA","","","","","","Badger Murphy","",""
,"MASKS 40/50 PACKS","9600","1 CASE *","50 COUNT","",,"","","","","CASE","","https://www.badgermurphy.com/product/masks-40-50-packs/","N/A","","","","","","Badger Murphy","",""
,"MAYONNAISE 4/1 GAL","9191","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-4-1-gal/","HELLMANS","","","","","","Badger Murphy","",""
,"MAYONNAISE ALL NATURAL 30 LB *","9125","1 CASE *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-all-natural-30-lb/","CAINS","","","","","","Badger Murphy","",""
,"MAYONNAISE EXTRA HEAVY 30 LB PAIL","651337","1 PAIL","30 LB","",,"","","","","EACH","","https://www.badgermurphy.com/product/mayonnaise-extra-heavy-30-lb-pail/","KRAFT","","","","","","Badger Murphy","",""
,"MAYONNAISE EXTRA HEAVY 4/1 GAL +","9171","1 CASE +","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-extra-heavy-4-1-gal/","KRAFT","","","","","","Badger Murphy","",""
,"MAYONNAISE EXTRA HEAVY DUTY 4 GAL PAIL","9115","1 PAIL","28 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/mayonnaise-extra-heavy-duty-4-gal-pail/","VARIETY","","","","","","Badger Murphy","",""
,"MAYONNAISE EXTRA HEAVY DUTY 4/1 GAL","9117","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-extra-heavy-duty-4-1-gal/","VARIETY","","","","","","Badger Murphy","",""
,"MAYONNAISE PC 200/9 GM","9151","1 CASE","9 GRAM","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-pc-200-9-gm/","AMERICANA","","","","","","Badger Murphy","",""
,"MAYONNAISE PC 210-3/8 OZ","9109G","1 CASE","3/8 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-pc-210-3-8-oz/","HELLMAN","","","","","","Badger Murphy","",""
,"MAYONNAISE PREMIUM 4/1 GAL +","9118","1 CASE +","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-premium-4-1-gal/","TEC","","","","","","Badger Murphy","",""
,"MAYONNAISE REAL 4/1 GAL *","651343","1 CASE *","GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-real-4-1-gal/","KRAFT","","","","","","Badger Murphy","",""
,"MAYONNAISE VEGAN 6/32 OZ *","9144","1 CASE *","32 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/mayonnaise-vegan-6-32-oz/","VEGENAISE","","","","","","Badger Murphy","",""
,"MEATBALLS .5 OZ COOKED 10 LB *","6253","10 LB. *",".5 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/meatballs-5-oz-cooked-10-lb/","FONTANINI","","","","","","Badger Murphy","",""
,"MEATBALLS 1 OZ COOKED 10 LB","6253A","10 LB.","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/meatballs-1-oz-cooked-10-lb/","FONTANINI","","","","","","Badger Murphy","",""
,"MEATBALLS 2 OZ COOKED 10 LB *","6254","1 CASE *","2 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/meatballs-2-oz-cooked-10-lb/","FONTANINI","","","","","","Badger Murphy","",""
,"MELONS CANTALOUPES 9-12 CT","4536","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/melons-cantaloupes-9-12-ct/","N/A","","","","","","Badger Murphy","",""
,"MELONS CANTALOUPES EACH","4546A","1 EACH","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/melons-cantaloupes-each/","N/A","","","","","","Badger Murphy","",""
,"MELONS HONEYDEW 5-6 CT","4568","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/melons-honeydew-5-6-ct/","COMMODITY","","","","","","Badger Murphy","",""
,"MELONS HONEYDEW EACH","4568A","1 EACH","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/melons-honeydew-each/","N/A","","","","","","Badger Murphy","",""
,"MELONS WATERMELON SEEDLESS EACH","4548B","1 EACH","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/melons-watermelon-seedless-each/","N/A","","","","","","Badger Murphy","",""
,"MERINGUE POWDER 10 LB *","0325","10 LB. *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/meringue-powder-10-lb/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"MEYER LEMON PUREE 30 OZ","840413","1 TUB","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/meyer-lemon-puree-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"MILK 2% ORGANIC *","2163","1 GAL. *","GAL","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-2-organic/","KEMPS","","","","","","Badger Murphy","",""
,"MILK ALMOND 6/64 OZ *","1252","1 CASE *","64 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-almond-6-64-oz/","SILK","","","","","","Badger Murphy","",""
,"MILK ALMOND UNSWEETENED 2.5 GAL DISPENSER BAG *","0884","1 CASE *","2.5 GALLON","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-almond-unsweetened-2-5-gal-dispenser-bag/","SILK","","","","","","Badger Murphy","",""
,"MILK ALMOND UNSWEETENED ORIGINAL 12/32 OZ","1249","1 CASE","32 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-almond-unsweetened-original-12-32-oz/","ALMOND BREEZE","","","","","","Badger Murphy","",""
,"MILK ALMOND UNSWEETENED VANILLA 2.5 GAL DISPENSER BAG *","0883","1 CASE *","2.5 GALLON","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-almond-unsweetened-vanilla-2-5-gal-dispenser-bag/","SILK","","","","","","Badger Murphy","",""
,"MILK ALMOND VANILLA 12/32 OZ","1248","1 CASE","32 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-almond-vanilla-12-32-oz/","ALMOND BREEZE","","","","","","Badger Murphy","",""
,"MILK CHUG CHOCOLATE 12/14 OZ. UHT *","0724","12/14 OZ*","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-chug-chocolate-12-14-oz-uht/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK CHUG 2% WHITE 12/14 OZ UHT *","0724A","12/14 OZ*","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-chug-2-white-12-14-oz-uht/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK CHUG CHOCOLATE LOW FAT 12/14 OZ UHT *","0724L","1 CASE *","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-chug-chocolate-low-fat-12-14-oz-uht/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK CHUG PINTS PEANUT BUTTER CHOCOLATE 12/14 OZ. UHT *","0724C","12/14 OZ*","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-chug-pints-peanut-butter-chocolate-12-14-oz-uht/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK CHUG SKIM WHITE 12/14 OZ UHT *","0724B","12/14 OZ*","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-chug-skim-white-12-14-oz-uht/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK CHUG WHOLE WHITE 12/14 OZ UHT *","0724D","12/14 OZ*","14 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-chug-whole-white-12-14-oz-uht/","PRAIRIE FARMS","","","","","","Badger Murphy","",""
,"MILK COCONUT 6/#10 +","0881","1 CASE +","10# CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-coconut-6-10/","CHAOKOH","","","","","","Badger Murphy","",""
,"MILK COCONUT 6/64 OZ SILK *","1267","1 CASE *","64 OZ","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-coconut-6-64-oz-silk/","SILK","","","","","","Badger Murphy","",""
,"MILK DISPENSER 2% 5 GAL","0739","5 GAL.","5 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-dispenser-2-5-gal/","PRARIE FARMS","","","","","","Badger Murphy","",""
,"MILK DISPENSER CHOCOLATE 1%","0754","5 GAL.","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/milk-dispenser-chocolate-1/","N/A","","","","","","Badger Murphy","",""
,"MILK DISPENSER SKIM rBST FREE 5 GAL *","0724E","5 GAL. *","5 GAL","",,"","","","","DISP.","","https://www.badgermurphy.com/product/milk-dispenser-skim-rbst-free-5-gal/","PRIARIE FARMS","","","","","","Badger Murphy","",""
,"MILK DISPENSER WHOLE 5 GAL +","0742","5 GAL. +","5 GAL.","",,"","","","","BAG","","https://www.badgermurphy.com/product/milk-dispenser-whole-5-gal/","KEMPS","","","","","","Badger Murphy","",""
,"MILK DISPENSER WHOLE 5 GAL RBST FREE","0743","5 GAL.","5 GAL.","",,"","","","","DISPENSER","","https://www.badgermurphy.com/product/milk-dispenser-whole-5-gal-rbst-free/","PRARIE FARMS","","","","","","Badger Murphy","",""
