description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Made with a high concetration of fruit, 100% fresh squeezed and all natural Lemon juice from Perricone farm: California, which is blended into a simple syrup made of 100% Organic cane sugar and water. We then add a touch of lemon zest for texture and added flavor. A tart and well balanced citrus delight! Attributes: All Natural, Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K , Award Winning.",Lemon Sorbet (Vegan),10875610N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10875610n_0.jpg",,,,https://www.chefswarehouse.com/products/10875610N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10875610n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Juice"",""product_variants"":[{""code"":""JDE_10875610N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10875610N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10875610N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
We take organic almonds and add a gentle roast to allow their natural flavor to shine through. The result is our signature taste that’s a pleasure to drink by the glass and blends perfectly in your dairy-free recipes.,Soy Blenders Plain Milk,930291,,12 x 32 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy-/930291_0.jpg,52603042932,,,https://www.chefswarehouse.com/products/930291/,PACIFIC FOODS,,,,PACIFIC FOODS,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy-/930291_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Milk & Cream"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Plant Based Dairy"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Ready to Drink"",""product_variants"":[{""code"":""JDE_930291-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""930291""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_930291-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 32 Oz Case""}}],""businessUnit"":""200001""}]}"
Vegan Passion Fruit Mochi Ice Cream,Vegan Passionfruit Mochi,10880603,,1x96 Count Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10880603_0.jpg",8.10E+11,,,https://www.chefswarehouse.com/products/10880603/,MOCHIDOKI,,,,GORDON DESSERTS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10880603_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Soft Drinks"",""product_variants"":[{""code"":""JDE_10880603-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x96 Count Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10880603""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10880603-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x96 Count Case""}}],""businessUnit"":""200001""}]}"
"Pronounced TOOR - LUH - ME and inspired by the French words TOURIER,  the person responsible for all dough production and manufacturing in the kitchen brigade system and LAMINOIR, rolling mill, or sheeter used to make laminated pastries.  Tourlami plant-based butters have been specifically designed for foodservice uses that compare in taste, texture, and functionality to the best dairy-based butters. Dairy free, Soy free, Nut free, Palm Oil free, Tourlami products are non-GMO and kosher, with cocoa butter and coconut oil as the main saturated fats.",Premium Plant Based Butter Prints,1099985,,36x1 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/butter/1099985_0.jpg,,,,https://www.chefswarehouse.com/products/1099985/,TOURLAMI,,,,EVOLVED FOODS INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/butter/1099985_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Butter"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Butter"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Sports Drinks"",""product_variants"":[{""code"":""JDE_1099985-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""36x1 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1099985""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1099985-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""36x1 LB Case""}}],""businessUnit"":""200001""}]}"
Oat Milk Original,Oat Milk Original,10775441,,12x32 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy-/10775441_0.jpg,,,,https://www.chefswarehouse.com/products/10775441/,OATLY,,,,OATLY,Chefs' Warehouse,,"{""storage_type"":""Dry"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy-/10775441_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Milk & Cream"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Plant Based Dairy"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Syrups"",""product_variants"":[{""code"":""JDE_10775441-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12x32 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10775441""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10775441-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12x32 Oz Case""}}],""businessUnit"":""200001""}]}"
"We start with our homemade, signature Organic Oat Milk base, we then incorporate only the finest Organic Madagascar Vanilla beans to steep in the base until it captures all of the true and natural vanilla essence in the mix and add natural bean specks for added flavor. The finished product is very likely to be the finest Vegan Oat Vanilla flavor experience you will taste in any gelato. Attributes: All Natural, Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K",Oat Vanilla Gelato (Vegan),10933074N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10933074n_0.jpg",,,,https://www.chefswarehouse.com/products/10933074N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10933074n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Tea"",""product_variants"":[{""code"":""JDE_10933074N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10933074N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10933074N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
"Made with a high concentration of fruit, our Strawberry sorbetto boasts over 65% bush ripened strawberry puree from Mexico, flash frozen at the point of picking. It is then folded it into our signature simple syrup made of 100% Organic cane sugar and water.  With its subtle reddish color, very little sugar is added to this naturally balanced fruit favorite! Attributes: All Natural, Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K , Award Winning.",Strawberry Sorbet (Vegan),10914316N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10914316n_0.jpg",,,,https://www.chefswarehouse.com/products/10914316N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10914316n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Water"",""product_variants"":[{""code"":""JDE_10914316N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10914316N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10914316N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
Vegan Lychee Frozen Dessert,MOCHI LYCHEE VEGAN,10878870,,1x96 Count Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10878870_0.jpg",8.10E+11,,,https://www.chefswarehouse.com/products/10878870/,MOCHIDOKI,,,,GORDON DESSERTS,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10878870_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Cocoa"",""product_variants"":[{""code"":""JDE_10878870-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x96 Count Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10878870""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10878870-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x96 Count Case""}}],""businessUnit"":""200001""}]}"
OAT MILK UNSWEET,Unsweetened Oat Milk,10614735,,6x48 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy2/10614735_0.jpg,8-13636-02188-8,,,https://www.chefswarehouse.com/products/10614735/,CALIFIA FARMS,,,,CALIFIA FARMS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy2/10614735_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Plant Based Dairy"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Plant Based Dairy"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Coffee"",""product_variants"":[{""code"":""JDE_10614735-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x48 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10614735""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10614735-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x48 Oz Case""}}],""businessUnit"":""200001""}]}"
Vegan Coconut Mochi Frozen Dessert,Vegan Coconut Mochi,10919977,,6 x 33 Oz Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10919977_0.jpg",8.10E+11,,,https://www.chefswarehouse.com/products/10919977/,MOCHIDOKI,,,,GORDON DESSERTS INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10919977_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Dispensed Beverages"",""product_variants"":[{""code"":""JDE_10919977-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6 x 33 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10919977""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10919977-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6 x 33 Oz Case""}}],""businessUnit"":""200001""}]}"
"Made with a high concentration of fruit, our coconut sorbetto boasts over 60% coconut cream from Indonesia, which is folded into a simple syrup made of 100% Organic cane sugar and water. We then add just enough Thai coconut flakes for texture and added flavor. A truly tropical delight! Attributes: All Natural, Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K , Award Winning.",Coconut Sorbet (Vegan),10875601N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10875601n_0.jpg",,,,https://www.chefswarehouse.com/products/10875601N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10875601n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Healthcare Beverages"",""product_variants"":[{""code"":""JDE_10875601N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10875601N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10875601N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
"Only the finest Belgian Chocolate is melted down and folded into our Signature, 100% Organic Oat milk base, we then add additional Belgian Cocoa powder to further embolden this chocolate delight for an intense and delectable Chocolate finish. Attributes: All Natural,. Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K",Oat Chocolate Gelato (Vegan),10876487N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10876487n_0.jpg",,,,https://www.chefswarehouse.com/products/10876487N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10876487n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Juice"",""product_variants"":[{""code"":""JDE_10876487N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10876487N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10876487N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
Organic Soy Unsweetened Milk Half Gallon,Organic Soy Unsweetened Milk Half Gallon,100397,,6x64 Oz,,,,,https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy-/100397_0.jpg,1.00E+13,,,https://www.chefswarehouse.com/products/100397/,SILK,,,,WHITE WAVE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/plant-based-dairy-/100397_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Organic"",""text"":""Organic"",""abbreviation"":""Organic""},""category"":""Milk & Cream"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Plant Based Dairy"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Ready to Drink"",""product_variants"":[{""code"":""JDE_100397-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x64 Oz"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""100397""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_100397-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x64 Oz""}}],""businessUnit"":""200001""}]}"
"Made with a high concentration of fruit, our Mango sorbetto boasts over 65% mango from the Magdalena River region of Columbia, flash frozen at the point of picking. It is then folded it into our signature simple syrup made of 100% Organic cane sugar and water.  Very little sugar is added to this naturally sweet fruit favorite! Attributes: All Natural, Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K , Award Winning.",Mango Sorbet (Vegan),10875636N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10875636n_0.jpg",,,,https://www.chefswarehouse.com/products/10875636N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10875636n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Soft Drinks"",""product_variants"":[{""code"":""JDE_10875636N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10875636N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10875636N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
"Made with a high concentration of fruit, our pineapple passionfruit sorbetto is made with a combination of Pineapple and passionfruit purees, picked and frozen at the point of picking and both come from the Magdalena River region of Columbia. Upon blending, it is then folded into our signature simple syrup made of 100% Organic cane sugar and water. The taste of their tropical origin is evident in this flavors' balance and exotic citrus notes! Attributes: All Natural, Vegan, Dairy-Free, no Artificial colors or flavors, no Preservatives added, NON-GMO, KOSHER CERTIFIED Flag - K , Award Winning.",Passion Fruit & Pineapple Sorbet (Vegan),10876508N,,1x5 LTR Case,,,,,"https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10876508n_0.jpg",,,,https://www.chefswarehouse.com/products/10876508N/,GELATO FESTIVAL,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/ice-cream,-gelato-sorbet-/10876508n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Ice Cream, Gelato & Sorbet"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Ice Cream, Gelato & Sorbet"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Sports Drinks"",""product_variants"":[{""code"":""JDE_10876508N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x5 LTR Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10876508N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10876508N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x5 LTR Case""}}],""businessUnit"":""200001""}]}"
"Tourlami All Purpose Plant-Based Butter is soy free, nut free, and palm oil free, non-GMO, and kosher, with cocoa butter and coconut oil as the main saturated fats. Tourlami All Purpose Plant-Based Butter was formulated to work in specific applications for: cookies, cakes, ganaches, frostings, fillings, sauces, compound butters, and spreads. This butter can be clarified and works beautifully in sweet and savory applications. Our 100 percent vegan butter is a 1:1 substitution for dairy-based butter and will elevate the quality and taste of your plant-based products. Use this butter at room temperature, between 60°F-65°F.","All Purpose Plant Based Butter, Bulk",1099983,,1x30 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/butter/1099983_0.jpg,,,,https://www.chefswarehouse.com/products/1099983/,TOURLAMI,,,,EVOLVED FOODS INC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/butter/1099983_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Kosher"",""text"":""Kosher"",""abbreviation"":""Kosher""},""category"":""Butter"",""sub-category"":""Plant Based Dairy"",""sub-sub-category"":""Butter"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Beverage"",""Level 2 Category"":""Syrups"",""product_variants"":[{""code"":""JDE_1099983-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""1x30 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1099983""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1099983-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""1x30 LB Case""}}],""businessUnit"":""200001""}]}"
