description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
Piccante Soppressata Salami,Piccante Soppressata Salami,109796,,3.25 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/109796_0.jpg,,,,https://www.chefswarehouse.com/products/109796/,SALUMERIA BIELLESE,,Cheese,,SALUMERIA BIELLESE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/109796_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_109796-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""3.25 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""109796""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_109796-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""3.25 LB Case""}}],""businessUnit"":""200001""}]}"
"A mushroom aficionado's dream come true, the Tartufo salami is traditionally saved as a treat for special occasions in Italy. Made with black truffles, this salami offers a sweet, earthy flavor.",Truffle Salami,1009399N,,12 x 5 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1009399n_0.jpg,,,,https://www.chefswarehouse.com/products/1009399N/,OLLI SALUMERIA,,Cheese,,OLLI SALUMERIA AMERICANA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1009399n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1009399N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1009399N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1009399N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 5 Oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_1009399N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12 x 5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1009399N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1009399N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 5 Oz Case""}}],""businessUnit"":""200001""}]}"
"For a splendid addition to any charcuterie board, this Hot Calabrese Salami brings the Italian tradition in full force. Crafted from heritage-breed, 100% vegetarian-fed pork never treated with antibiotics or growth hormones, this salami highlights the bold heat of paprika and cayenne pepper for spice that stands out yet does not overwhelm the palate. This salami is slow-cured, because you simply can’t rush a harmony of flavors this impressive. Olli has over four generations of expertise in preparing only the finest artisanal charcuterie products, meaning that each slice is packed with as much history as it is flavor!",Hot Calabrese Salami,82396N,,12 x 6 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/82396n_0.jpg,8.51E+11,,,https://www.chefswarehouse.com/products/82396N/,OLLI SALUMERIA,,Cheese,,OLLI SALUMERIA AMERICANA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/82396n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_82396N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 6 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""82396N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_82396N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 6 Oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_82396N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12 x 6 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""82396N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_82396N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 6 Oz Case""}}],""businessUnit"":""200001""}]}"
"Cured Berkshire pork jowl seasoned with classic Italian herbs and spices. Guanciale, although cured the same way as pancetta, has a wonderful earthy quality that is only found in this product.",Guanciale,917114,,1 Piece,,,,,https://www.chefswarehouse.com/siteassets/pim-images/pancetta-guanciale/917114_0.jpg,,,,https://www.chefswarehouse.com/products/917114/,SALUMERIA BIELLESE,,Cheese,,SALUMERIA BIELLESE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pancetta-guanciale/917114_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Pancetta & Guanciale"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Pancetta & Guanciale"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_917114-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""1 Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""917114""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_917114-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""PC""}},{""field"":""product.packSize"",""prefill"":{""value"":""1 Piece""}}],""businessUnit"":""200001""}]}"
Our Sopressata which is a savory and rich coarse-ground salame.,Sliced Sopressata,10110764,,12 x 4 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10110764_0.jpg,1.08E+13,,,https://www.chefswarehouse.com/products/10110764/,VOLPI,,Cheese,,VOLPI FOODS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/10110764_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_10110764-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 4 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""10110764""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_10110764-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 4 Oz Case""}}],""businessUnit"":""200001""}]}"
"This velvety-smooth Duck Mousse is made from the finest duck livers, expertly blended with herbs, spices and Port Wine to create a delightful symphony of flavors. Perfectly spreadable and versatile, this Duck Mousse adds a touch of elegance to canapés, crackers, or crusty bread, making it an ideal choice for sophisticated gatherings and special occasions.",Duck Mousse with Port Wine,VN048337,,2 x 3.5 LB Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/pate-/vn048337_0.jpg,1.01E+13,,,https://www.chefswarehouse.com/products/VN048337/,FABRIQUE DELICES,,Cheese,,FABRIQUE DELICES,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pate-/vn048337_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Pate"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Pate"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_VN048337-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""2 x 3.5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN048337""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN048337-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 3.5 LB Case""}}],""businessUnit"":""200001""},{""code"":""JDE_VN048337-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""2 x 3.5 LB Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN048337""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN048337-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""2 x 3.5 LB Case""}}],""businessUnit"":""200001""}]}"
"Handmade locally, this traditional Italian sopressata is air-dried, aged,and cured, and uses a natural casing filled with coarsely ground pork, garlic and salt, and red and black pepper. This rustic blend has an aromatic and bold flavor that intensifies as it ages.",Hot Soppressata Salami Link,BC600000A,,10 LB Piece,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/bc600000a_0.jpg,,,,https://www.chefswarehouse.com/products/BC600000A/,ALPS,,Cheese,,ALPS PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/bc600000a_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_BC600000A-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""10 LB Piece"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""BC600000A""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_BC600000A-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""10 LB Piece""}}],""businessUnit"":""200001""}]}"
"Made from specially selected duck breast, carefully cured and air-dried to achieve the perfect texture and flavor, this Duck Prosciutto is a true delight. Its tender, melt-in-your-mouth slices add an exquisite touch to any menus. Craft in a gourmet salad with creamy burrata cheese and seasonal greens, or cook delicious  roasted figs with blue cheese wrapped in Duck Prosciutto.",Duck Prosciutto Split Breast,VN048005N,,6x.75 LB Case CW,,,,,https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/vn048005n_0.jpg,1.01E+13,,,https://www.chefswarehouse.com/products/VN048005N/,FABRIQUE DELICES,,Cheese,,FABRIQUE DELICES,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/prosciutto/vn048005n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Prosciutto"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Prosciutto"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_VN048005N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""6x.75 LB Case CW"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""VN048005N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_VN048005N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""6x.75 LB Case CW""}}],""businessUnit"":""200001""}]}"
"For a superb addition to any charcuterie board, this Molisana Sopressata Salami brings the Italian tradition in full force. Crafted from heritage-breed, 100% vegetarian-fed pork never treated with antibiotics or growth hormones, this salami offers the kick of whole black peppercorns and the pungent, tangy flavor of garlic. This salami is slow-cured, because you simply can’t rush a harmony of flavors this impressive. Olli has over four generations of expertise in preparing only the finest artisanal charcuterie products, meaning that each slice is packed with as much history as it is flavor!",Molisana Salami,82397N,,12 x 6 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/82397n_0.jpg,8.51E+11,,,https://www.chefswarehouse.com/products/82397N/,OLLI SALUMERIA,,Cheese,,OLLI SALUMERIA AMERICANA,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/82397n_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":""sdf"",""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_82397N-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""12 x 6 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""82397N""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_82397N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 6 Oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_82397N-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""12 x 6 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""82397N""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_82397N-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""12 x 6 Oz Case""}}],""businessUnit"":""200001""}]}"
"Cumin, Garlic And Orange Zest Impart Deliciously Fresh And Unique Mediterranean Flavor On Olympia Provisions Loukanika Greek Salami. Create A Grecian-Inspired Spread Complete With Dolmas And Tzatziki, Or Simply Serve On A Charcuterie Board With Crusty Bread.",Loukanika Greek Salami,1008805,,15x4.5 Oz BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008805_0.jpg,8.53E+11,,,https://www.chefswarehouse.com/products/1008805/,OLYMPIA PROVISIONS,,Cheese,,OLYMPIA PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008805_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008805-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""15x4.5 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008805""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008805-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15x4.5 Oz BC""}}],""businessUnit"":""200001""},{""code"":""JDE_1008805-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""15x4.5 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008805""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008805-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15x4.5 Oz BC""}}],""businessUnit"":""200001""}]}"
"Cacciatore (Kah-chuh-TOR-aye) is the classic Italian hunter’s salami with caraway, coriander, dried red chili & black pepper.",Cacciatore Salami,1008775,,15 x 4.5 Oz Case,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008775_0.jpg,8.53E+11,,,https://www.chefswarehouse.com/products/1008775/,OLYMPIA PROVISIONS,,Cheese,,OLYMPIA PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008775_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008775-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""15 x 4.5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008775""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008775-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15 x 4.5 Oz Case""}}],""businessUnit"":""200001""},{""code"":""JDE_1008775-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""15 x 4.5 Oz Case"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008775""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008775-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15 x 4.5 Oz Case""}}],""businessUnit"":""200001""}]}"
"PIMENTON, CLOVES AND GARLIC MINGLE TO CREATE THE UNIQUELY FLAVORFUL AND SPICY OLYMPIA PROVISIONS CHORIZO ANDALUCIA SALAMI. CHOP UP AND PAIR WITH YOUR FAVORITE SPANISH-STYLE CHEESE - MANCHEGO IS A GREAT CHOICE.",Olympia Provisions Salami Chorizo Andalucia,1008809,,15x4.5 Oz BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008809_0.jpg,8.53E+11,,,https://www.chefswarehouse.com/products/1008809/,OLYMPIA PROVISIONS,,Cheese,,OLYMPIA PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008809_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008809-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""15x4.5 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008809""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008809-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15x4.5 Oz BC""}}],""businessUnit"":""200001""},{""code"":""JDE_1008809-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""15x4.5 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008809""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008809-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15x4.5 Oz BC""}}],""businessUnit"":""200001""}]}"
"Garlic, Sweet Pimento And Cayenne Come Together In Olympia Provisions Chorizo Navarre Salami. This Spicy Spanish-Style Chorizo Makes An Excellent Accompaniment To All Your Charcuterie And Cheese Plate Favorites.",Chorizo Navarre Salami,1008812,,15x4.5 Oz BC,,,,,https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008812_0.jpg,8.53E+11,,,https://www.chefswarehouse.com/products/1008812/,OLYMPIA PROVISIONS,,Cheese,,OLYMPIA PROVISIONS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/salami-cured-meats/1008812_0.jpg"",""avg_case_weight"":"""",""dietaryTags"":{""name"":""Pasteurized"",""text"":""Pasteurized"",""abbreviation"":""Pasteurized""},""category"":""Salami & Cured Meats"",""sub-category"":""Charcuterie"",""sub-sub-category"":""Salami & Cured Meats"",""supplier_name"":"""",""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Dairy & Eggs"",""Level 2 category"":""Cheese"",""Level 3 category"":"""",""product_variants"":[{""code"":""JDE_1008812-200001"",""metadata"":{""unitOfMeasure"":""CS"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Case"",""weight"":""15x4.5 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008812""}},{""field"":""product.uom"",""prefill"":{""value"":""Case"",""options"":[{""text"":""Case"",""value"":""Case""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008812-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15x4.5 Oz BC""}}],""businessUnit"":""200001""},{""code"":""JDE_1008812-200001"",""metadata"":{""unitOfMeasure"":""PC"",""chefItemFlag"":false,""bto"":false,""supermarket"":false,""stockingType"":""P""},""text"":""Piece"",""weight"":""15x4.5 Oz BC"",""notifyFormPrefill"":[{""field"":""product.itemNumber"",""prefill"":{""value"":""1008812""}},{""field"":""product.uom"",""prefill"":{""value"":""Piece"",""options"":[{""text"":""Piece"",""value"":""Piece""}]}},{""field"":""variant.code"",""prefill"":{""value"":""JDE_1008812-200001""}},{""field"":""product.uomcode"",""prefill"":{""value"":""CS""}},{""field"":""product.packSize"",""prefill"":{""value"":""15x4.5 Oz BC""}}],""businessUnit"":""200001""}]}"
