description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
5 Oz Chorizo Links is a Elk product from the Wapiti Stew part of Exotic Meat.,5 Oz Chorizo Links,931542,,1x5 LB Piece,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/931542_0.jpg,,,,https://www.chefswarehouse.com/products/931542/,PORK KING,,,,PORK KING,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/931542_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Stew"",""Level 4 Category"":""Veal"",""product_variants"":""[{\""code\"":\""JDE_931542-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""1x5 LB Piece\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""931542\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_931542-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""PC\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x5 LB Piece\""}}],\""businessUnit\"":\""200001\""}]""}"
"This Antibiotic Free Dry Cured Double Smoked Bacon Slab packs a deliciously earthy bite, balancing savory and smoky flavors against a subtle sweetness. First, this bacon is dry cured with sugar, pink salt, and a unique spice blend. This bacon is then applewood smoked for double the time of traditional meats and finished off with a final touch of maple wood smoke. The result is a robust flavor perfect for elevating any burger.",Dry Cured Double-Smoked Bacon Slab,10256421N,,2x7 LB Case CW,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/10256421n_0.jpg,,,,https://www.chefswarehouse.com/products/10256421N/,BAKERS BACON,,,,BAKER'S BACON,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/10256421n_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_10256421N-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2x7 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10256421N\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10256421N-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x7 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
"Pork Tenderloin is a premium quality meat product that brings a rich and delicious taste to your meals. This cut is taken from the muscle that runs alongside the backbone of the pig and is known for its tender texture and mild flavor. Pork Tenderloin is perfect for grilling, roasting, or slow cooking, and it is sure to impress your family and friends with its delicious flavor. It can be seasoned with a variety of herbs and spices to enhance its natural flavor.",Pork Tenderloin,SB202,,13 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/sb202_0.jpg,,,,https://www.chefswarehouse.com/products/SB202/,SEABOARD FOODS,,,,SEABOARD FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/sb202_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Tenderloin"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_SB202-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""13 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""SB202\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_SB202-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""13 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Maple cured, moist, and exceptionally flavorful, these hams and loins are reminiscent of old-style charcuterie that can only come from slow, deliberate preparation methods perfected to enhance flavor rather than mask it.",Cured Maple Smoked Ham,M435,,2 x 10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/m435_0.jpg,79154520200,,,https://www.chefswarehouse.com/products/M435/,NORTH COUNTRY SMOKE,,,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/m435_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Lamb"",""Level 3 Category"":""Loin"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_M435-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M435\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M435-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 10 LB Case\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_M435-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""2 x 10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""M435\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_M435-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
SINGLE RIB BELLY BONELESS SKINLESS,"Boneless, Skinless Single Rib Belly",SB53118,,10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/sb53118_0.jpg,,,,https://www.chefswarehouse.com/products/SB53118/,SEABOARD FOODS,,,,SEABOARD FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/sb53118_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Rib"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_SB53118-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""SB53118\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_SB53118-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Baker’s is the real deal. This dry cured bacon—meaning it’s cured with no added water - is rubbed with salt, sugar, spices and pink salt. It's initially applewood smoked and given a second blast of smoke with maplewood giving it a rich color and deep bacon flavor. The color you see on the bacon comes from hardwood being burnt, the flavor comes from quality pork spices and time!","Antibiotic Free Dry-Cured Double-Smoked Bacon, Sliced 10-12 ct",10256430,,15 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/10256430_0.jpg,,,,https://www.chefswarehouse.com/products/10256430/,BAKERS BACON,,,,BAKER'S BACON,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/10256430_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_10256430-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10256430\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10256430-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"This sweet and salty bacon is smoked over local applewood chips and thickly sliced. The result is a bold, smoky flavor and superior texture and size. All of our Jansal Valley bacons start with lean pork carefully selected from family farms which have been hand-trimmed by expert butchers. According to tradition, time is one of the most essential ingredients to any smoked meat. The slabs are brined and twice-smoked in truly artisanal New England tradition, using ancient techniques handed down from one generation to the next.",Applewood Sliced Bacon,SW104780,,12x1 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/bacon/sw104780_0.jpg,,,,https://www.chefswarehouse.com/products/SW104780/,JANSAL VALLEY,,,,BUTCHER BLOCK INC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/bacon/sw104780_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":""Bacon"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Hips"",""Level 4 Category"":""Veal"",""product_variants"":""[{\""code\"":\""JDE_SW104780-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""12x1 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""SW104780\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_SW104780-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""12x1 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Only available through The Chefs' Warehouse, our Allen Brothers Applewood Smoked Bacon is a canvas for culinary creativity. Whether you're adding it to a gourmet burger, enhancing a classic BLT, or simply seeking to elevate your breakfast menu, this bacon is your ultimate ally in the kitchen. Our Applewood Smoked Bacon boasts a harmonious blend of smoky, savory, and slightly sweet flavors, making it a standout choice for a variety of culinary applications. Our Applewood Smoked Bacon undergoes rigorous quality control measures to ensure that each strip meets the highest standards, preserving the natural smokiness, texture, and flavor that our customers expect.",Applewood Bacon,BC39906,,15 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/bc39906_0.jpg,,,,https://www.chefswarehouse.com/products/BC39906/,ALLEN BROTHERS,,,,ALLEN BROTHERS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/bc39906_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_BC39906-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""BC39906\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_BC39906-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"The Schaller & Weber Bratwurst follows a recipe brought to the U.S.A. by Ferdinand Schaller. As an apprentice sausage maker in Stuttgart, his charcuterier roots reach back to the 15th-century and the development of this traditional German sausage. The family recipe Ferdinand created, a mixture of pork and veal in a natural casing, gives Schaller & Weber Bratwurst an unmistakeable taste. This perennial best-seller is still one of our favorites. Spiced with nutmeg and marjoram, the sausage has a mild but distinct flavor. They are delicious every time and easy to eat any time. Our cooked brats are great on the grill or year round on the stove. Put them on a bed of sauerkraut with a squirt of Sweet & Spicy Mustard or however you want to serve them.",Bratwurst Sausage,MS105F,,4x2.5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/ms105f_0.jpg,,,,https://www.chefswarehouse.com/products/MS105F/,SCHALLER & WEBER,,,,SCHALLER & WEBER,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/ms105f_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Sausage"",""sub-category"":""Sausage"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Round"",""Level 4 Category"":""General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_MS105F-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x2.5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MS105F\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MS105F-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x2.5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"St. Louis Pork Ribs, a premium quality cut of pork that is perfect for smoking and grilling. This exquisite cut is taken from the belly of the pig, and has a rich and savory flavor that is enhanced by the bones. St. Louis Pork Ribs have a beautiful layer of fat that melts into the meat, giving it a tender and juicy texture. They are seasoned with a unique blend of spices, which gives them a distinctive flavor that is both savory and slightly sweet. These pork ribs are versatile and can be used in a variety of ways. They are perfect for smoking and grilling, as well as for slow-cooking and roasting. They can also be used in creative dishes like pork rib tacos, pork rib sandwiches, or pork rib chili.",St. Louis Pork Rib,10774835,,1x30 LB Case CW,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/10774835_0.jpg,,,,https://www.chefswarehouse.com/products/10774835/,NICOLOSI,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/10774835_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Bones"",""Level 4 Category"":""General, Veal"",""product_variants"":""[{\""code\"":\""JDE_10774835-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x30 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10774835\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10774835-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x30 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
"Only available through The Chefs' Warehouse, our Allen Brothers Applewood Smoked Bacon is a canvas for culinary creativity. Whether you're adding it to a gourmet burger, enhancing a classic BLT, or simply seeking to elevate your breakfast menu, this bacon is your ultimate ally in the kitchen. Our Applewood Smoked Bacon boasts a harmonious blend of smoky, savory, and slightly sweet flavors, making it a standout choice for a variety of culinary applications. Our Applewood Smoked Bacon undergoes rigorous quality control measures to ensure that each strip meets the highest standards, preserving the natural smokiness, texture, and flavor that our customers expect.",18/22 Applewood Bacon,BC37727,,15 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/bc37727_0.jpg,,,,https://www.chefswarehouse.com/products/BC37727/,ALLEN BROTHERS,,,,DEL MONTE MEATS,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/bc37727_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_BC37727-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""15 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""BC37727\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_BC37727-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""15 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
This artisan-crafted Applewood Bacon is bursting with smoky and sweet flavors for an unforgettable bite that elevates bacon from side dish to superstar. This bacon is cured in rich maple syrup and brown sugar for days before being smoked over burning applewood embers. The result is a deliciously earthy bacon that pairs perfectly with a creamy macaroni and cheese or Angus beef sliders.,Applewood Smoked Bacon (20-22 Count),100401,,2 x 5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/bacon/100401_0.jpg,79154520074,,,https://www.chefswarehouse.com/products/100401/,NORTH COUNTRY SMOKE,,,,NORTH COUNTRY SMOKEHOUSE,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/bacon/100401_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":""Bacon"",""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_100401-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""100401\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_100401-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Heritage boneless pork butt is a premium quality meat product that brings a rich and delicious taste to your meals. This cut is taken from the shoulder area of the pig and is known for its tender texture and juicy flavor. Heritage boneless pork butt is perfect for slow cooking, roasting, or smoking.  It can be seasoned with a variety of herbs and spices to enhance its natural flavor. Heritage pork is a premium quality meat product that comes from pigs of heritage breeds, which have been selectively bred for their superior taste and nutritional value. These breeds are known for their slow growth, which allows for more marbling and a richer, more flavorful meat.",Antibiotic-Free Boneless Heritage Pork Butt,AB93620,,4x8 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/ab93620_0.jpg,,,,https://www.chefswarehouse.com/products/AB93620/,VANDE ROSE,,,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/ab93620_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Lamb"",""Level 3 Category"":""Shoulder"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_AB93620-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x8 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""AB93620\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_AB93620-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x8 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
